 Longitude, Latitude, Power Density [W/m2]
-105.308,37.775,764.067
-105.292,37.775,748.401
-105.275,37.775,730.597
-105.258,37.775,703.076
-105.242,37.775,709.168
-105.225,37.775,684.93
-105.208,37.775,680.433
-105.125,37.775,605.959
-105.108,37.775,583.044
-105.092,37.775,572.643
-105.075,37.775,592.039
-104.942,37.775,667.355
-104.925,37.775,697.827
-104.908,37.775,661.71
-104.892,37.775,652.979
-104.875,37.775,625.983
-104.858,37.775,600.542
-104.842,37.775,585.795
-104.825,37.775,564.769
-104.808,37.775,559.637
-104.775,37.775,551.156
-104.658,37.775,490.871
-119.008,37.792,551.365
-118.992,37.792,535.659
-118.025,37.792,498.185
-118.008,37.792,509.915
-117.408,37.792,471.35
-117.392,37.792,463.572
-117.375,37.792,484.583
-116.425,37.792,363.744
-116.392,37.792,368.235
-112.825,37.792,601.46
-112.808,37.792,584.21
-112.792,37.792,589.449
-112.675,37.792,369.545
-105.375,37.792,977.952
-105.358,37.792,1024.818
-105.342,37.792,862.135
-105.325,37.792,856.154
-105.308,37.792,751.552
-105.292,37.792,733.699
-105.275,37.792,690.532
-105.258,37.792,649.552
-105.242,37.792,634.333
-105.225,37.792,596.414
-105.208,37.792,581.062
-105.192,37.792,557.979
-105.175,37.792,535.872
-105.158,37.792,521.439
-105.125,37.792,526.283
-104.925,37.792,736.15
-104.908,37.792,676.698
-104.892,37.792,648.472
-104.875,37.792,609.905
-104.858,37.792,577.039
-104.842,37.792,556.219
-104.825,37.792,530.516
-104.775,37.792,513.27
-104.758,37.792,507.687
-121.642,37.808,400.604
-121.625,37.808,460.928
-121.608,37.808,433.045
-119.008,37.808,545.954
-118.058,37.808,444.27
-118.042,37.808,456.168
-118.025,37.808,506.68
-118.008,37.808,520.512
-117.858,37.808,478.184
-117.408,37.808,471.079
-117.392,37.808,516.494
-117.375,37.808,546.633
-117.358,37.808,524.683
-117.342,37.808,533.793
-117.325,37.808,480.883
-117.308,37.808,470.341
-116.425,37.808,369.776
-112.958,37.808,566.017
-112.942,37.808,574.718
-112.925,37.808,559.676
-112.908,37.808,589.069
-112.792,37.808,575.743
-112.675,37.808,340.356
-106.692,37.808,419.104
-105.342,37.808,918.769
-105.325,37.808,915.231
-105.308,37.808,810.689
-105.292,37.808,725.676
-105.275,37.808,679.077
-105.258,37.808,636.717
-105.242,37.808,607.069
-105.225,37.808,580.943
-105.208,37.808,557.113
-105.192,37.808,539.049
-105.175,37.808,520.425
-105.125,37.808,564.183
-105.108,37.808,542.763
-105.092,37.808,597.97
-104.925,37.808,873.827
-104.908,37.808,769.443
-104.892,37.808,745.691
-104.875,37.808,692.582
-104.858,37.808,619.018
-104.842,37.808,599.442
-104.825,37.808,552.085
-104.808,37.808,543.683
-104.792,37.808,527.55
-104.775,37.808,527.311
-121.642,37.825,362.781
-121.625,37.825,399.969
-118.025,37.825,439.715
-118.008,37.825,455.406
-117.992,37.825,477.665
-117.975,37.825,490.877
-117.892,37.825,504.849
-117.875,37.825,514.837
-117.375,37.825,461.971
-117.358,37.825,450.42
-117.342,37.825,470.531
-112.858,37.825,512.273
-112.675,37.825,341.615
-105.292,37.825,651.581
-105.275,37.825,613.467
-105.258,37.825,574.074
-105.242,37.825,539.718
-105.225,37.825,514.283
-104.908,37.825,772.156
-104.892,37.825,717.862
-104.875,37.825,642.895
-104.858,37.825,567.755
-104.842,37.825,552.31
-117.992,37.842,423.949
-117.975,37.842,428.599
-117.958,37.842,485.237
-117.942,37.842,494.984
-117.925,37.842,486.854
-117.908,37.842,501.01
-117.892,37.842,439.828
-117.342,37.842,452.112
-112.658,37.842,371.985
-105.358,37.842,1133.262
-105.342,37.842,924.761
-104.908,37.842,794.766
-104.892,37.842,722.61
-117.958,37.858,413.523
-117.942,37.858,431.468
-117.925,37.858,430.967
-117.908,37.858,447.507
-105.358,37.858,885.099
-105.325,37.858,659.027
-105.292,37.858,550.238
-105.275,37.858,556.191
-104.908,37.858,750.634
-104.875,37.858,568.158
-118.675,37.875,803.595
-118.658,37.875,685.61
-118.642,37.875,651.372
-118.625,37.875,544.884
-117.792,37.875,490.559
-117.775,37.875,499.588
-117.758,37.875,478.665
-117.742,37.875,464.582
-112.658,37.875,399.007
-104.925,37.875,894.82
-104.908,37.875,719.333
-104.892,37.875,580.495
-118.675,37.892,697.833
-118.658,37.892,594.693
-118.642,37.892,565.177
-117.792,37.892,435.858
-117.775,37.892,436.726
-105.325,37.892,532.241
-105.308,37.892,561.627
-104.892,37.892,555.13
-118.658,37.908,560.967
-118.642,37.908,534.649
-117.792,37.908,436.166
-114.058,37.908,365.953
-105.408,37.908,1020.416
-104.925,37.908,756.137
-114.058,37.925,384.475
-105.358,37.925,561.887
-105.342,37.925,545.672
-104.925,37.925,680.918
-104.908,37.925,568.766
-108.758,37.942,562.301
-106.525,37.942,801.003
-105.408,37.942,884.161
-105.375,37.942,643.183
-104.908,37.942,499.937
-114.108,37.958,436.018
-114.075,37.958,426.866
-114.025,37.958,384.496
-106.492,37.958,734.745
-105.425,37.958,924.459
-105.408,37.958,764.869
-105.375,37.958,621.415
-114.125,37.975,384.594
-114.075,37.975,394.238
-114.058,37.975,404.486
-114.008,37.975,430.751
-110.708,37.975,812.372
-110.642,37.975,806.877
-110.625,37.975,619.247
-110.608,37.975,578.456
-109.492,37.975,580.629
-109.475,37.975,596.038
-106.525,37.975,831.065
-105.425,37.975,842.198
-105.408,37.975,726.051
-105.392,37.975,536.914
-105.375,37.975,516.461
-116.592,37.992,306.831
-114.275,37.992,334.471
-114.258,37.992,356.581
-114.242,37.992,355.79
-114.125,37.992,400.87
-110.725,37.992,808.128
-110.708,37.992,772.526
-110.692,37.992,863.811
-110.675,37.992,805.661
-110.658,37.992,809.105
-110.642,37.992,728.772
-110.625,37.992,565.255
-106.508,37.992,757.946
-105.458,37.992,1226.38
-116.592,38.008,372.733
-114.292,38.008,322.921
-114.275,38.008,320.255
-114.258,38.008,331.454
-114.125,38.008,395.673
-110.692,38.008,804.398
-110.675,38.008,745.6
-110.658,38.008,641.823
-110.642,38.008,589.507
-108.892,38.008,594.161
-108.875,38.008,532.597
-108.858,38.008,579.256
-108.842,38.008,530.894
-105.475,38.008,1283.678
-105.458,38.008,1133.136
-105.442,38.008,924.658
-105.408,38.008,511.033
-115.908,38.025,297.679
-114.125,38.025,385.848
-114.075,38.025,432.652
-114.058,38.025,469.875
-110.758,38.025,714.915
-110.742,38.025,717.127
-110.708,38.025,844.255
-110.692,38.025,768.265
-110.675,38.025,705.071
-110.658,38.025,614.293
-110.642,38.025,573.016
-106.692,38.025,676.696
-105.475,38.025,1068.871
-105.425,38.025,497.285
-104.958,38.025,513.74
-115.908,38.042,305.713
-115.892,38.042,308.32
-114.108,38.042,466.099
-114.092,38.042,448.99
-110.725,38.042,761.843
-110.708,38.042,672.313
-110.692,38.042,645.48
-108.925,38.042,569.534
-108.892,38.042,575.674
-106.308,38.042,577.81
-104.958,38.042,514.048
-115.908,38.058,309.952
-115.892,38.058,316.372
-114.108,38.058,460.029
-114.092,38.058,451.387
-110.708,38.058,721.805
-110.692,38.058,692.73
-106.508,38.058,592.663
-106.425,38.058,569.349
-105.492,38.058,1186.116
-105.475,38.058,905.579
-105.458,38.058,622.877
-105.442,38.058,552.403
-104.975,38.058,597.524
-102.625,38.058,338.525
-102.608,38.058,338.45
-122.142,38.075,203.948
-122.125,38.075,198.691
-122.108,38.075,198.712
-118.408,38.075,454.283
-117.525,38.075,481.904
-117.508,38.075,491.752
-116.425,38.075,530.065
-115.908,38.075,309.392
-115.892,38.075,324.998
-114.108,38.075,475.619
-114.092,38.075,444.302
-107.875,38.075,557.188
-106.492,38.075,582.523
-106.475,38.075,650.156
-106.458,38.075,541.543
-106.442,38.075,599.092
-106.425,38.075,572.71
-106.358,38.075,679.568
-106.342,38.075,710.184
-106.275,38.075,537.23
-105.508,38.075,1303.47
-105.492,38.075,873.642
-105.475,38.075,699.085
-104.975,38.075,524.987
-102.625,38.075,329.606
-102.608,38.075,329.867
-122.142,38.092,222.005
-122.125,38.092,219.592
-122.108,38.092,218.181
-121.842,38.092,261.232
-119.192,38.092,901.023
-119.175,38.092,720.464
-119.158,38.092,594.744
-117.508,38.092,430.614
-116.392,38.092,491.805
-115.908,38.092,315.386
-115.892,38.092,334.348
-115.192,38.092,306.577
-114.675,38.092,355.26
-114.108,38.092,470.877
-114.092,38.092,438.646
-114.075,38.092,460.898
-113.792,38.092,424.963
-113.775,38.092,432.878
-113.758,38.092,420.307
-106.475,38.092,564.616
-106.442,38.092,551.065
-106.392,38.092,597.576
-106.358,38.092,571.746
-106.342,38.092,597.112
-105.525,38.092,1376.895
-105.175,38.092,635.124
-102.625,38.092,320.469
-102.608,38.092,321.066
-122.125,38.108,203.131
-122.108,38.108,203.948
-121.858,38.108,239.363
-121.842,38.108,249.519
-121.825,38.108,234.104
-119.192,38.108,623.236
-119.175,38.108,518.225
-118.425,38.108,460.149
-118.408,38.108,450.559
-115.892,38.108,354.589
-115.875,38.108,359.971
-113.875,38.108,514.02
-113.792,38.108,448.986
-113.758,38.108,472.952
-113.742,38.108,457.219
-106.475,38.108,545.063
-106.442,38.108,555.039
-106.408,38.108,556.078
-106.392,38.108,647.868
-106.375,38.108,612.563
-106.358,38.108,658.028
-106.342,38.108,681.394
-106.325,38.108,595.898
-106.308,38.108,667.941
-106.292,38.108,573.376
-106.275,38.108,581.516
-105.525,38.108,1177.042
-105.508,38.108,944.614
-105.492,38.108,515.585
-105.208,38.108,569.059
-121.875,38.125,242.773
-121.858,38.125,237.331
-121.842,38.125,253.314
-121.825,38.125,240.771
-119.192,38.125,573.831
-113.892,38.125,498.266
-113.758,38.125,469.601
-113.742,38.125,454.138
-106.375,38.125,554.419
-106.358,38.125,593.9
-106.342,38.125,612.782
-106.325,38.125,531.678
-105.525,38.125,1017.127
-105.225,38.125,534.086
-121.858,38.142,235.393
-121.842,38.142,253.972
-121.825,38.142,243.731
-119.192,38.142,543.3
-113.775,38.142,504.431
-106.358,38.142,533.307
-106.342,38.142,553.321
-106.325,38.142,534.384
-105.525,38.142,761.801
-105.508,38.142,636.121
-105.242,38.142,563.388
-121.892,38.158,240.062
-121.875,38.158,246.054
-121.858,38.158,238.447
-113.775,38.158,501.878
-106.342,38.158,535.597
-105.508,38.158,619.22
-121.892,38.175,229.987
-121.875,38.175,238.855
-121.858,38.175,234.862
-115.842,38.175,528.964
-115.825,38.175,532.463
-114.692,38.175,316.4
-113.808,38.175,506.295
-119.242,38.192,735.479
-114.725,38.192,311.891
-114.708,38.192,316.448
-114.692,38.192,325.647
-114.675,38.192,316.655
-114.425,38.192,382.297
-113.875,38.192,442.949
-113.825,38.192,542.596
-113.542,38.192,407.838
-105.558,38.192,910.219
-119.275,38.208,1060.903
-119.258,38.208,734.882
-115.858,38.208,509.216
-115.842,38.208,543.301
-115.825,38.208,616.941
-115.808,38.208,640.771
-115.792,38.208,681.835
-114.425,38.208,401.524
-113.925,38.208,399.56
-113.825,38.208,615.494
-113.808,38.208,588.437
-113.792,38.208,640.125
-113.758,38.208,589.321
-110.842,38.208,718.043
-110.825,38.208,824.764
-110.808,38.208,767.871
-110.758,38.208,768.319
-110.742,38.208,722.147
-110.725,38.208,535.455
-110.708,38.208,515.886
-105.575,38.208,985.525
-119.275,38.225,883.66
-115.825,38.225,538.078
-115.808,38.225,558.887
-115.792,38.225,604.009
-115.775,38.225,637.159
-114.692,38.225,304.854
-113.825,38.225,618.298
-113.808,38.225,583.76
-113.792,38.225,624.441
-113.558,38.225,434.401
-111.358,38.225,872.584
-111.342,38.225,849.158
-111.325,38.225,666.123
-111.308,38.225,671.34
-110.842,38.225,635.641
-110.825,38.225,733.558
-110.808,38.225,692.082
-110.792,38.225,797.927
-110.775,38.225,704.935
-110.758,38.225,678.104
-110.742,38.225,632.602
-105.575,38.225,829.878
-105.558,38.225,551.748
-115.808,38.242,511.435
-115.792,38.242,588.896
-115.775,38.242,615.468
-115.758,38.242,672.136
-115.742,38.242,728.878
-115.725,38.242,649.659
-114.708,38.242,305.405
-113.942,38.242,450.717
-113.842,38.242,603.253
-113.825,38.242,679.929
-113.808,38.242,631.043
-113.792,38.242,674.137
-113.775,38.242,606.071
-113.558,38.242,425.67
-111.375,38.242,915.798
-111.358,38.242,752.798
-111.342,38.242,738.187
-105.592,38.242,914.315
-115.792,38.258,497.728
-115.775,38.258,512.23
-115.758,38.258,555.285
-115.742,38.258,611.195
-115.725,38.258,551.222
-115.708,38.258,600.962
-114.742,38.258,301.566
-114.708,38.258,307.267
-113.858,38.258,624.864
-113.825,38.258,667.105
-113.808,38.258,608.583
-113.792,38.258,642.309
-113.542,38.258,445.411
-113.442,38.258,454.377
-106.392,38.258,473.841
-106.192,38.258,550.76
-105.092,38.258,521.302
-115.758,38.275,488.369
-115.742,38.275,526.765
-115.725,38.275,604.489
-115.708,38.275,657.943
-115.692,38.275,695.942
-115.675,38.275,722.819
-115.658,38.275,708.915
-115.642,38.275,709.565
-115.625,38.275,657.127
-115.608,38.275,655.448
-114.742,38.275,343.334
-114.725,38.275,336.247
-114.708,38.275,349.08
-114.375,38.275,405.992
-114.108,38.275,459.396
-114.075,38.275,540.9
-114.058,38.275,594.838
-113.942,38.275,469.087
-113.842,38.275,645.778
-113.825,38.275,698.561
-113.808,38.275,629.352
-113.792,38.275,653.566
-113.775,38.275,587.844
-113.525,38.275,482.46
-113.508,38.275,474.71
-113.492,38.275,482.061
-113.442,38.275,454.88
-111.408,38.275,614.077
-105.642,38.275,1400.677
-105.625,38.275,1249.556
-105.125,38.275,592.923
-123.058,38.292,538.577
-115.725,38.292,496.135
-115.708,38.292,538.409
-115.692,38.292,575.115
-115.675,38.292,609.017
-115.658,38.292,614.59
-115.642,38.292,637.703
-115.625,38.292,612.601
-114.675,38.292,325.709
-114.475,38.292,378.7
-114.458,38.292,377.227
-114.442,38.292,410.88
-114.425,38.292,393.614
-114.125,38.292,444.753
-114.108,38.292,456.55
-114.092,38.292,563.084
-114.075,38.292,506.214
-114.058,38.292,549.549
-113.942,38.292,495.716
-113.875,38.292,547.914
-113.858,38.292,674.099
-113.842,38.292,634.74
-113.825,38.292,680.92
-113.808,38.292,608.279
-113.792,38.292,629.125
-113.442,38.292,472.988
-111.458,38.292,722.994
-111.442,38.292,684.69
-111.425,38.292,628.205
-111.408,38.292,603.222
-107.975,38.292,397.222
-105.658,38.292,1435.592
-105.642,38.292,1148.394
-105.625,38.292,1035.527
-105.608,38.292,880.127
-105.125,38.292,609.719
-105.108,38.292,705.88
-118.942,38.308,486.028
-115.675,38.308,464.475
-115.658,38.308,499.398
-115.642,38.308,534.043
-115.625,38.308,522.182
-114.458,38.308,391.781
-114.442,38.308,423.118
-114.425,38.308,458.33
-114.408,38.308,458.956
-114.142,38.308,487.696
-114.125,38.308,599.535
-114.108,38.308,596.117
-114.092,38.308,726.945
-114.075,38.308,637.121
-114.058,38.308,668.054
-113.958,38.308,407.311
-113.942,38.308,453.127
-113.858,38.308,690.971
-113.842,38.308,647.567
-113.825,38.308,691.354
-113.808,38.308,610.624
-113.792,38.308,605.523
-113.558,38.308,564.833
-113.542,38.308,568.101
-113.525,38.308,616.097
-113.508,38.308,600.89
-113.458,38.308,550.902
-105.608,38.308,636.005
-105.175,38.308,700.588
-105.158,38.308,655.957
-105.142,38.308,575.052
-119.425,38.325,704.157
-118.975,38.325,479.827
-118.958,38.325,488.318
-118.942,38.325,471.293
-117.292,38.325,286.367
-117.275,38.325,291.163
-115.642,38.325,481.187
-115.625,38.325,486.753
-114.692,38.325,331.401
-114.142,38.325,472.929
-114.125,38.325,561.502
-114.108,38.325,540.84
-114.092,38.325,639.338
-114.075,38.325,552.246
-114.058,38.325,585.421
-113.958,38.325,425.343
-113.892,38.325,569.874
-113.858,38.325,692.525
-113.842,38.325,645.14
-113.825,38.325,683.628
-113.808,38.325,598.064
-113.792,38.325,594.914
-113.525,38.325,627.408
-113.508,38.325,608.447
-105.675,38.325,1067.895
-105.175,38.325,632.35
-105.158,38.325,600.665
-105.142,38.325,535.92
-118.958,38.342,627.456
-117.275,38.342,293.641
-114.408,38.342,535.997
-114.192,38.342,528.562
-114.175,38.342,528.563
-114.158,38.342,592.335
-114.142,38.342,580.087
-114.125,38.342,680.732
-114.108,38.342,637.587
-114.092,38.342,711.133
-114.075,38.342,614.803
-114.058,38.342,574.954
-113.958,38.342,411.273
-113.892,38.342,646.875
-113.875,38.342,663.618
-113.858,38.342,725.705
-113.842,38.342,675.533
-113.825,38.342,697.845
-113.808,38.342,612.415
-113.642,38.342,415.34
-113.525,38.342,729.059
-113.508,38.342,702.33
-113.492,38.342,683.493
-113.475,38.342,683.443
-113.458,38.342,629.691
-105.708,38.342,1126.568
-105.692,38.342,940.764
-105.658,38.342,643.063
-105.642,38.342,569.838
-105.208,38.342,683.321
-105.175,38.342,593.222
-105.025,38.342,316.371
-104.958,38.342,342.585
-118.942,38.358,534.77
-117.292,38.358,282.956
-117.275,38.358,287.153
-114.392,38.358,544.364
-114.192,38.358,506.652
-114.158,38.358,547.383
-114.142,38.358,525.676
-114.125,38.358,604.816
-114.108,38.358,556.811
-114.092,38.358,612.67
-114.075,38.358,538.641
-114.058,38.358,520.94
-113.892,38.358,624.903
-113.875,38.358,631.976
-113.858,38.358,684.327
-113.842,38.358,639.764
-113.825,38.358,668.181
-113.808,38.358,594.64
-113.658,38.358,402.945
-113.542,38.358,663.305
-113.525,38.358,715.363
-113.508,38.358,683.443
-113.492,38.358,655.976
-113.475,38.358,644.172
-105.742,38.358,1172.884
-105.725,38.358,1030.706
-105.708,38.358,943.266
-105.692,38.358,821.657
-105.658,38.358,597.538
-105.642,38.358,547.169
-105.192,38.358,602.359
-105.175,38.358,548.917
-118.858,38.375,468.459
-118.842,38.375,474.136
-118.358,38.375,465.164
-118.325,38.375,476.899
-118.308,38.375,457.812
-118.292,38.375,480.107
-118.275,38.375,492.731
-118.242,38.375,463.031
-114.408,38.375,544.419
-114.392,38.375,548.359
-114.225,38.375,566.943
-114.208,38.375,551.544
-114.192,38.375,595.244
-114.175,38.375,575.197
-114.158,38.375,599.645
-114.142,38.375,566.047
-114.125,38.375,621.579
-114.108,38.375,570.739
-114.092,38.375,573.894
-114.075,38.375,521.295
-113.925,38.375,552.517
-113.892,38.375,674.158
-113.875,38.375,670.656
-113.858,38.375,700.548
-113.842,38.375,656.408
-113.825,38.375,675.908
-113.808,38.375,610.897
-113.692,38.375,479.261
-113.575,38.375,626.402
-113.525,38.375,764.175
-113.508,38.375,724.222
-113.492,38.375,691.114
-113.475,38.375,661.178
-113.458,38.375,618.461
-105.708,38.375,597.203
-105.692,38.375,536.68
-105.192,38.375,537.323
-105.025,38.375,346.939
-104.992,38.375,370.823
-114.425,38.392,527.186
-114.408,38.392,549.685
-114.392,38.392,546.44
-114.225,38.392,545.271
-114.208,38.392,517.231
-114.192,38.392,547.743
-114.175,38.392,520.043
-114.158,38.392,531.839
-114.125,38.392,544.667
-114.092,38.392,517.592
-113.975,38.392,405.029
-113.892,38.392,657.879
-113.875,38.392,645.979
-113.858,38.392,666.176
-113.842,38.392,622.228
-113.825,38.392,643.465
-113.575,38.392,615.337
-113.525,38.392,741.993
-113.508,38.392,696.557
-113.492,38.392,656.447
-113.475,38.392,616.229
-114.458,38.408,415.828
-114.392,38.408,486.768
-114.375,38.408,503.292
-114.208,38.408,558.927
-114.192,38.408,558.206
-114.175,38.408,524.032
-113.975,38.408,429.993
-113.942,38.408,488.193
-113.892,38.408,645.453
-113.875,38.408,626.174
-113.858,38.408,650.845
-113.842,38.408,605.269
-113.825,38.408,615.247
-113.658,38.408,644.393
-113.642,38.408,696.266
-113.625,38.408,609.786
-113.558,38.408,749
-113.508,38.408,729.651
-113.492,38.408,679.519
-113.475,38.408,636.397
-106.075,38.408,540.553
-105.308,38.408,572.152
-105.292,38.408,652.343
-105.275,38.408,614.89
-114.475,38.425,386.552
-114.208,38.425,520.98
-114.192,38.425,517.211
-113.892,38.425,633.789
-113.875,38.425,610.173
-113.725,38.425,448.451
-113.642,38.425,622.633
-113.608,38.425,604.255
-113.592,38.425,610.627
-113.558,38.425,729.318
-113.508,38.425,671.217
-113.492,38.425,625.955
-105.808,38.425,721.682
-105.792,38.425,583.307
-105.258,38.425,555.202
-118.642,38.442,764.881
-118.592,38.442,528.924
-114.408,38.442,425.815
-114.358,38.442,521.947
-114.208,38.442,515.099
-113.975,38.442,429.16
-113.708,38.442,445.557
-113.658,38.442,641.834
-113.642,38.442,675.921
-113.625,38.442,628.529
-113.608,38.442,705.617
-113.492,38.442,618.651
-105.842,38.442,725.216
-105.825,38.442,625.82
-105.808,38.442,620.337
-118.725,38.458,540.735
-118.642,38.458,690.473
-118.625,38.458,657.297
-118.608,38.458,602.494
-118.592,38.458,499.414
-113.958,38.458,444.284
-113.908,38.458,529.753
-113.892,38.458,604.726
-113.858,38.458,617.443
-113.608,38.458,619.774
-113.508,38.458,606.901
-105.908,38.458,720.892
-105.892,38.458,906.471
-105.875,38.458,720.216
-105.858,38.458,759.734
-105.842,38.458,666.981
-118.708,38.475,651.463
-118.692,38.475,806.576
-118.658,38.475,817.514
-118.642,38.475,740.377
-118.625,38.475,650.463
-118.608,38.475,604.135
-118.592,38.475,487.844
-114.358,38.475,548.231
-114.342,38.475,549.667
-114.325,38.475,593.588
-114.308,38.475,571.538
-114.292,38.475,547.828
-113.958,38.475,423.99
-113.908,38.475,535.246
-105.908,38.475,751.935
-105.892,38.475,798.113
-105.858,38.475,596.53
-105.842,38.475,563.794
-105.675,38.475,551.442
-118.692,38.492,763.11
-118.642,38.492,631.474
-118.608,38.492,516.283
-114.358,38.492,530.435
-114.342,38.492,522.104
-114.325,38.492,560.186
-114.308,38.492,545.992
-114.292,38.492,542.369
-114.275,38.492,540.842
-113.908,38.492,549.923
-113.892,38.492,604.125
-105.958,38.492,728.686
-105.942,38.492,673.32
-105.925,38.492,717.505
-105.908,38.492,604.531
-105.892,38.492,675.771
-105.875,38.492,592.775
-105.858,38.492,558.468
-105.842,38.492,547.213
-118.742,38.508,592.841
-118.725,38.508,750.228
-118.658,38.508,569.822
-118.642,38.508,503.881
-114.358,38.508,565.497
-114.342,38.508,550.031
-114.325,38.508,543.647
-114.308,38.508,540.459
-113.975,38.508,410.948
-113.925,38.508,599.77
-113.908,38.508,597.007
-113.892,38.508,629.041
-113.875,38.508,593.95
-113.275,38.508,318.012
-112.742,38.508,354.812
-108.292,38.508,594.06
-106.158,38.508,981.513
-105.725,38.508,627.263
-105.708,38.508,609.696
-105.692,38.508,644.612
-105.675,38.508,636.445
-105.658,38.508,583.731
-105.608,38.508,521.125
-105.542,38.508,498.891
-105.525,38.508,505.554
-105.425,38.508,610.41
-119.492,38.525,647.129
-114.358,38.525,525.835
-114.342,38.525,511.434
-113.925,38.525,630.504
-113.908,38.525,619.953
-113.892,38.525,639.428
-113.875,38.525,596.729
-113.858,38.525,646.216
-113.358,38.525,299.459
-113.292,38.525,334.589
-113.258,38.525,396.043
-112.775,38.525,387.375
-112.408,38.525,572.545
-105.658,38.525,572.487
-119.475,38.542,752.706
-118.775,38.542,477.232
-114.375,38.542,516.87
-114.358,38.542,544.284
-114.342,38.542,533.481
-113.958,38.542,570.668
-113.925,38.542,691.786
-113.908,38.542,669.762
-113.892,38.542,700.601
-113.875,38.542,648.136
-113.842,38.542,600.932
-113.825,38.542,590.272
-113.342,38.542,303.835
-113.325,38.542,294.492
-113.192,38.542,455.463
-113.175,38.542,468.636
-113.158,38.542,432.95
-113.142,38.542,428.982
-112.775,38.542,463.738
-112.758,38.542,504.007
-106.208,38.542,1234.601
-106.192,38.542,1242.131
-106.175,38.542,1057.619
-106.158,38.542,874.625
-106.142,38.542,779.298
-106.125,38.542,663.316
-106.108,38.542,613.298
-119.475,38.558,667.131
-118.775,38.558,505.521
-113.942,38.558,581.154
-113.925,38.558,696.126
-113.908,38.558,663.542
-113.892,38.558,680.747
-113.875,38.558,624.078
-113.858,38.558,651.336
-113.325,38.558,320.729
-113.275,38.558,358.581
-113.258,38.558,442.764
-112.625,38.558,367.714
-112.425,38.558,614.101
-112.408,38.558,589.604
-106.225,38.558,1165.871
-106.158,38.558,834.94
-106.142,38.558,756.781
-106.125,38.558,646.622
-106.108,38.558,593.326
-105.675,38.558,691.007
-114.008,38.575,432.848
-113.992,38.575,465.287
-113.975,38.575,515.281
-113.958,38.575,646.957
-113.942,38.575,646.254
-113.925,38.575,756.787
-113.908,38.575,708.333
-113.892,38.575,768.504
-113.875,38.575,697.014
-113.858,38.575,695.809
-113.842,38.575,614.055
-113.825,38.575,584.001
-113.308,38.575,398.365
-113.292,38.575,412.759
-113.192,38.575,525.947
-113.158,38.575,529.502
-112.792,38.575,577.01
-112.692,38.575,408.989
-112.158,38.575,518.239
-106.158,38.575,692.664
-105.642,38.575,651.493
-105.542,38.575,625.082
-105.458,38.575,421.974
-118.792,38.592,436.568
-118.775,38.592,401.546
-113.942,38.592,625.396
-113.925,38.592,724.246
-113.908,38.592,664.157
-113.892,38.592,708.049
-113.875,38.592,637.281
-113.858,38.592,637.894
-113.175,38.592,519.965
-106.158,38.592,626.279
-105.642,38.592,732.481
-105.525,38.592,550.845
-118.808,38.608,498.774
-117.108,38.608,309.167
-114.042,38.608,374.618
-113.942,38.608,640.486
-113.925,38.608,736.471
-113.908,38.608,664.805
-113.892,38.608,734.45
-113.875,38.608,659.019
-113.858,38.608,638.137
-112.792,38.608,572.263
-105.692,38.608,613.646
-105.658,38.608,654.549
-105.525,38.608,561.348
-105.475,38.608,448.131
-105.392,38.608,326.248
-118.742,38.625,537.756
-113.975,38.625,518.698
-113.942,38.625,621.91
-113.925,38.625,701.934
-113.908,38.625,621.741
-113.892,38.625,682.6
-113.875,38.625,613.116
-113.858,38.625,598.914
-105.725,38.625,542.533
-105.692,38.625,638.728
-105.675,38.625,690.779
-105.642,38.625,698.572
-105.425,38.625,344.693
-105.408,38.625,363.431
-105.392,38.625,319.165
-105.375,38.625,317.26
-105.358,38.625,314.692
-105.258,38.625,386.169
-105.142,38.625,434.115
-118.808,38.642,521.532
-118.742,38.642,530.866
-113.958,38.642,644.261
-113.942,38.642,603.237
-113.925,38.642,722.105
-113.908,38.642,626.281
-113.892,38.642,664.641
-113.875,38.642,600.725
-113.275,38.642,595.108
-113.242,38.642,619.227
-113.225,38.642,630.199
-105.742,38.642,604.004
-105.725,38.642,595.691
-105.708,38.642,666.377
-105.692,38.642,726.245
-105.675,38.642,767.075
-105.658,38.642,787.104
-105.642,38.642,816.786
-105.625,38.642,824.157
-105.608,38.642,763.516
-105.592,38.642,737.85
-105.575,38.642,667.355
-105.142,38.642,453.402
-119.675,38.658,1040.128
-118.808,38.658,441.376
-118.742,38.658,518.04
-113.992,38.658,463.633
-113.925,38.658,686.214
-113.908,38.658,585.681
-113.892,38.658,620.937
-113.258,38.658,611.449
-113.225,38.658,597.613
-105.742,38.658,550.936
-105.708,38.658,601.082
-105.692,38.658,654.804
-105.675,38.658,676.216
-105.658,38.658,675.461
-105.642,38.658,681.347
-105.625,38.658,701.244
-105.608,38.658,676.176
-105.592,38.658,689.972
-105.575,38.658,656.849
-120.292,38.675,292.553
-120.275,38.675,296.929
-119.692,38.675,606.407
-113.958,38.675,655.72
-113.942,38.675,596.841
-113.925,38.675,748.882
-113.908,38.675,634.043
-113.892,38.675,655.948
-113.875,38.675,599.027
-113.508,38.675,626.971
-113.492,38.675,658.416
-113.358,38.675,365.786
-113.308,38.675,488.715
-113.258,38.675,692.844
-113.242,38.675,657.201
-113.225,38.675,687.507
-113.208,38.675,661.484
-105.742,38.675,558.163
-105.725,38.675,589.616
-105.692,38.675,728.955
-105.675,38.675,742.179
