 Longitude, Latitude, Power Density [W/m2]
-102.242,31.192,413.925
-102.225,31.192,419.46
-102.208,31.192,429.712
-102.258,31.208,385.712
-102.242,31.208,375.495
-102.225,31.208,378.675
-102.208,31.208,383.684
-102.242,31.225,447.048
-102.225,31.225,441.857
-102.208,31.225,437.837
-104.542,31.275,425.601
-104.525,31.275,453.123
-104.525,31.292,440.34
-104.458,31.292,562.009
-104.442,31.292,540.765
-104.508,31.308,477.308
-104.492,31.308,524.97
-104.475,31.308,516.722
-104.525,31.325,455.937
-104.458,31.325,523.132
-104.542,31.342,423.342
-104.458,31.342,486.605
-104.375,31.342,455.77
-104.358,31.342,454.683
-104.508,31.358,482.053
-104.442,31.358,502.848
-104.425,31.358,479.688
-104.408,31.358,487.624
-104.392,31.358,459.859
-104.375,31.358,467.813
-104.525,31.375,478.367
-104.408,31.375,491.21
-104.542,31.392,465.33
-109.125,31.408,295.806
-109.125,31.425,309.784
-109.108,31.425,327.062
-109.142,31.442,312.467
-109.142,31.458,315.884
-104.608,31.458,448.976
-104.558,31.458,570.21
-109.142,31.475,301.744
-104.625,31.475,400.703
-109.142,31.492,309.165
-104.625,31.492,431.795
-104.558,31.492,653.29
-104.525,31.492,665.577
-110.008,31.508,385.98
-109.992,31.508,337.69
-109.142,31.508,304.28
-104.642,31.508,430.075
-104.558,31.508,698.122
-104.542,31.508,678.72
-104.525,31.508,693.855
-104.508,31.508,658.115
-110.025,31.525,323.137
-110.008,31.525,367.322
-109.992,31.525,328.113
-109.142,31.525,303.231
-104.642,31.525,445.469
-104.558,31.525,685.761
-104.542,31.525,669.011
-104.525,31.525,688.484
-110.008,31.542,394.294
-109.992,31.542,360.156
-104.592,31.542,655.477
-104.575,31.542,661.416
-104.558,31.542,711.764
-104.542,31.542,696.284
-104.525,31.542,700.949
-104.508,31.542,668.669
-109.992,31.558,326.956
-109.975,31.558,344.927
-104.592,31.558,656.596
-104.575,31.558,656.555
-104.558,31.558,703.885
-104.542,31.558,689.085
-104.525,31.558,695.44
-104.508,31.558,663.273
-104.592,31.575,672.768
-104.575,31.575,671.072
-104.558,31.575,695.533
-104.542,31.575,681.554
-104.525,31.575,685.798
-104.658,31.592,474.959
-104.592,31.592,662.285
-104.575,31.592,660.194
-104.558,31.592,684.349
-104.542,31.592,670.163
-104.525,31.592,671.815
-108.808,31.608,554.091
-104.708,31.608,407.921
-104.692,31.608,430.13
-104.675,31.608,465.366
-104.592,31.608,677.545
-104.575,31.608,668.464
-104.558,31.608,676.4
-108.808,31.625,512.593
-104.625,31.625,659.159
-104.608,31.625,660.911
-104.592,31.625,682.663
-104.575,31.625,661.715
-104.625,31.642,690.659
-104.608,31.642,685.427
-104.592,31.642,696.074
-104.575,31.642,666.855
-104.625,31.658,684.955
-104.608,31.658,674.296
-104.592,31.658,680.705
-111.708,31.675,266.898
-104.725,31.675,490.567
-104.658,31.675,684.459
-104.642,31.675,680.078
-104.625,31.675,712.034
-104.608,31.675,693.256
-104.592,31.675,682.185
-104.692,31.692,637.983
-104.675,31.692,644.611
-104.658,31.692,698.88
-104.642,31.692,682.655
-104.625,31.692,703.917
-104.608,31.692,674.376
-104.592,31.692,659.29
-111.675,31.708,287.037
-104.725,31.708,547.631
-104.692,31.708,674.552
-104.675,31.708,674.328
-104.658,31.708,722.462
-104.642,31.708,691.85
-104.625,31.708,694.779
-104.608,31.708,660.309
-104.742,31.725,505.538
-104.725,31.725,558.581
-104.692,31.725,672.295
-104.675,31.725,670.771
-104.658,31.725,718.179
-104.642,31.725,687.223
-104.625,31.725,689.284
-104.708,31.742,646.743
-104.692,31.742,724.971
-104.675,31.742,711.532
-104.658,31.742,736.752
-104.642,31.742,703.569
-104.625,31.742,674.036
-104.908,31.758,376.945
-104.708,31.758,649.085
-104.692,31.758,714.426
-104.675,31.758,692.455
-104.658,31.758,712.516
-104.642,31.758,680.381
-104.625,31.758,654.633
-110.892,31.775,546.022
-110.508,31.775,271.713
-104.908,31.775,377.32
-104.725,31.775,691.243
-104.708,31.775,702.091
-104.692,31.775,754.963
-104.675,31.775,728.963
-104.658,31.775,726.993
-104.642,31.775,699.529
-104.625,31.775,657.468
-110.875,31.792,568.918
-110.858,31.792,517.768
-110.842,31.792,565.453
-104.725,31.792,674.07
-104.708,31.792,673.107
-104.692,31.792,718.092
-104.675,31.792,696.169
-104.658,31.792,699.939
-104.642,31.792,678.677
-110.875,31.808,407.973
-110.858,31.808,405.843
-110.525,31.808,296.584
-104.758,31.808,602.809
-104.742,31.808,629.568
-104.725,31.808,714.74
-104.708,31.808,707.301
-104.692,31.808,726.584
-104.675,31.808,706.435
-104.658,31.808,698.464
-104.642,31.808,677.381
-110.525,31.825,284.571
-104.742,31.825,629.98
-104.725,31.825,705.953
-104.708,31.825,693.279
-104.692,31.825,712.637
-104.675,31.825,692.771
-104.658,31.825,683.966
-104.642,31.825,661.711
-110.875,31.842,321.576
-110.508,31.842,369.234
-104.775,31.842,563.259
-104.758,31.842,651.568
-104.742,31.842,652.067
-104.725,31.842,721.686
-104.708,31.842,702.06
-104.692,31.842,703.143
-104.675,31.842,683.999
-104.658,31.842,670.398
-104.642,31.842,648.81
-110.508,31.858,346.113
-104.758,31.858,649.544
-104.742,31.858,638.767
-104.725,31.858,696.615
-104.708,31.858,670.176
-104.692,31.858,666.852
-104.675,31.858,647.151
-104.658,31.858,634.829
-104.758,31.875,698.214
-104.742,31.875,676.237
-104.725,31.875,694.49
-104.708,31.875,667.235
-104.692,31.875,641.376
-104.675,31.875,618.615
-104.658,31.875,597.256
-104.642,31.875,579.886
-110.492,31.892,318.497
-104.742,31.892,635.768
-104.725,31.892,645.6
-110.475,31.908,324.72
-110.442,31.908,324.979
-106.025,31.908,368.389
-104.725,31.908,688.396
-104.708,31.908,641.428
-106.042,31.925,357.426
-111.258,31.942,282.431
-111.242,31.942,303.104
-106.025,31.958,352.846
-101.142,31.975,384.029
-101.125,31.975,383.977
-101.108,31.975,376.756
-101.142,31.992,407.431
-101.125,31.992,409.882
-101.108,31.992,403.157
-101.092,31.992,406.239
-101.125,32.008,427.03
-101.108,32.008,424.389
-108.825,32.125,329.755
-108.758,32.125,315.485
-104.792,32.125,549.004
-104.758,32.125,643.139
-108.825,32.142,344.181
-104.792,32.142,554.972
-104.758,32.142,695.881
-104.742,32.142,711.096
-104.725,32.142,735.029
-104.708,32.142,729.852
-108.825,32.158,344.658
-104.775,32.158,624.45
-104.758,32.158,734.366
-104.742,32.158,758.068
-104.725,32.158,785.484
-104.708,32.158,777.371
-104.692,32.158,740.181
-108.792,32.175,352.629
-108.775,32.175,350.905
-104.808,32.175,520.185
-104.792,32.175,607.669
-104.775,32.175,651.785
-104.758,32.175,755.666
-104.742,32.175,778.227
-104.725,32.175,813.377
-104.708,32.175,809.274
-104.692,32.175,798.666
-104.675,32.175,800.033
-108.775,32.192,351.251
-104.808,32.192,543.173
-104.792,32.192,628.163
-104.775,32.192,666.886
-104.758,32.192,767.305
-104.742,32.192,787.703
-104.725,32.192,827.784
-104.708,32.192,829.767
-104.692,32.192,821.972
-104.675,32.192,819.331
-104.658,32.192,761.952
-104.808,32.208,574.551
-104.792,32.208,671.284
-104.775,32.208,707.981
-104.692,32.208,832.873
-104.675,32.208,820.143
-104.658,32.208,827.534
-104.642,32.208,785.883
-104.625,32.208,734.137
-104.608,32.208,691.891
-104.592,32.208,638.607
-101.475,32.208,459.921
-101.458,32.208,465.203
-116.942,32.225,276.105
-108.775,32.225,355.653
-104.842,32.225,458.648
-104.808,32.225,591.784
-104.675,32.225,818.529
-104.658,32.225,804.98
-104.642,32.225,747.993
-104.625,32.225,686.17
-104.608,32.225,637.54
-116.958,32.242,274.399
-104.642,32.242,768.431
-104.625,32.242,721.816
-104.608,32.242,668.53
-108.808,32.258,352.134
-108.758,32.258,320.927
-104.625,32.258,625.97
-108.792,32.275,328.984
-104.825,32.275,667.172
-104.642,32.275,678.887
-104.625,32.275,640.309
-108.808,32.292,376.065
-104.825,32.292,661.469
-104.808,32.292,679.159
-104.692,32.292,786.017
-104.675,32.292,711.551
-104.658,32.292,705.503
-104.642,32.292,633.796
-114.092,32.308,371.551
-108.808,32.308,349.997
-108.792,32.308,329.741
-104.842,32.308,604.937
-104.825,32.308,718.383
-104.808,32.308,729.975
-104.792,32.308,770.618
-104.775,32.308,796.854
-104.708,32.308,776.215
-104.692,32.308,774.283
-104.675,32.308,696.569
-104.658,32.308,661.04
-104.642,32.308,600.052
-104.842,32.325,606.546
-104.792,32.325,745.875
-104.775,32.325,765.973
-104.758,32.325,773.243
-104.742,32.325,751.473
-104.725,32.325,780.122
-104.708,32.325,726.695
-104.692,32.325,729.937
-104.675,32.325,661.109
-104.658,32.325,634.741
-108.808,32.342,338.411
-104.775,32.342,777.524
-104.758,32.342,766.384
-104.742,32.342,741.693
-104.725,32.342,742.844
-104.708,32.342,693.849
-104.692,32.342,665.758
-104.675,32.342,610.46
-108.575,32.358,300.557
-108.558,32.358,295.899
-108.542,32.358,298.217
-108.525,32.358,294.396
-108.508,32.358,292.115
-104.775,32.358,751.626
-104.758,32.358,733.915
-104.742,32.358,711.783
-104.725,32.358,718.395
-104.708,32.358,677.214
-104.692,32.358,653.838
-104.675,32.358,603.137
-109.175,32.375,311.023
-108.592,32.375,302.541
-108.575,32.375,311.493
-108.558,32.375,306.079
-108.542,32.375,306.262
-108.525,32.375,303.491
-108.508,32.375,297.63
-106.542,32.375,624.412
-106.525,32.375,672.505
-106.508,32.375,608.989
-104.775,32.375,713.312
-104.758,32.375,702.72
-104.742,32.375,678.307
-104.725,32.375,672.068
-104.708,32.375,637.594
-104.692,32.375,599.89
-114.158,32.392,329.815
-108.525,32.392,308.649
-108.508,32.392,298.843
-104.792,32.392,720.728
-104.775,32.392,715.687
-104.758,32.392,694.781
-104.742,32.392,663.114
-104.725,32.392,651.85
-104.708,32.392,616.986
-114.175,32.408,326.924
-108.625,32.408,311.924
-108.508,32.408,307.113
-104.942,32.408,602.568
-104.925,32.408,673.926
-104.908,32.408,678.451
-104.825,32.408,724.975
-104.792,32.408,728.218
-104.775,32.408,714.525
-104.758,32.408,706.73
-104.742,32.408,668.001
-104.725,32.408,650.959
-104.708,32.408,611.955
-104.958,32.425,591.173
-104.925,32.425,665.009
-104.908,32.425,668.474
-104.892,32.425,731.027
-104.875,32.425,730.705
-104.858,32.425,755.249
-104.842,32.425,761.046
-104.825,32.425,745.397
-104.808,32.425,734.633
-104.792,32.425,730.587
-104.775,32.425,705.703
-104.758,32.425,689.694
-104.742,32.425,647.39
-104.725,32.425,628.863
-114.192,32.442,337.062
-109.192,32.442,294.238
-109.175,32.442,306.859
-109.158,32.442,308.863
-104.975,32.442,585.563
-104.958,32.442,693.904
-104.942,32.442,695.151
-104.925,32.442,742.566
-104.908,32.442,743.963
-104.892,32.442,776.284
-104.875,32.442,776.957
-104.858,32.442,786.605
-104.842,32.442,786.186
-104.825,32.442,767.437
-104.808,32.442,753.876
-104.792,32.442,742.745
-104.775,32.442,715.115
-104.758,32.442,687.435
-104.742,32.442,645.989
-104.725,32.442,619.476
-109.192,32.458,296.623
-109.175,32.458,306.285
-109.158,32.458,304.998
-104.992,32.458,624.985
-104.975,32.458,615.508
-104.958,32.458,718.032
-104.942,32.458,707.448
-104.925,32.458,743.63
-104.908,32.458,737.914
-104.892,32.458,763.157
-104.875,32.458,756.872
-104.858,32.458,758.873
-104.842,32.458,749.666
-104.825,32.458,726.761
-104.808,32.458,712.947
-104.792,32.458,704.508
-104.775,32.458,682.017
-104.758,32.458,661.48
-104.742,32.458,628.968
-104.725,32.458,610.369
-108.558,32.475,378.721
-105.025,32.475,607.14
-105.008,32.475,621.773
-104.992,32.475,709.701
-104.975,32.475,694.447
-104.958,32.475,763.672
-104.942,32.475,743.361
-104.925,32.475,771.483
-104.908,32.475,758.25
-104.892,32.475,765.003
-104.875,32.475,754.17
-104.858,32.475,748.979
-104.842,32.475,736.382
-104.825,32.475,715.527
-104.808,32.475,698.712
-104.792,32.475,680.065
-104.775,32.475,659.502
-104.758,32.475,627.711
-104.742,32.475,605.153
-114.242,32.492,310.165
-108.608,32.492,376.988
-105.058,32.492,468.625
-105.042,32.492,496.846
-105.025,32.492,623.865
-105.008,32.492,630.083
-104.992,32.492,715.593
-104.975,32.492,700.347
-104.958,32.492,772.679
-104.942,32.492,754.133
-104.925,32.492,778.569
-104.908,32.492,758.719
-104.892,32.492,759.63
-104.875,32.492,744.506
-104.858,32.492,736.499
-104.842,32.492,720.982
-104.825,32.492,697.614
-104.808,32.492,679.04
-104.792,32.492,659.392
-104.775,32.492,637.457
-104.758,32.492,606.457
-105.475,32.508,482.937
-105.025,32.508,734.842
-105.008,32.508,733.3
-104.992,32.508,779.609
-104.975,32.508,765.009
-104.958,32.508,786.504
-104.942,32.508,775.195
-104.925,32.508,777.21
-104.908,32.508,754.731
-104.892,32.508,743.59
-104.875,32.508,723.761
-104.858,32.508,710.655
-104.842,32.508,690.766
-104.825,32.508,668.423
-104.808,32.508,648.709
-104.792,32.508,627.335
-104.775,32.508,605.109
-108.542,32.525,375.748
-105.475,32.525,490.876
-105.075,32.525,464.216
-105.025,32.525,733.372
-105.008,32.525,723.957
-104.992,32.525,761.631
-104.975,32.525,747.519
-104.958,32.525,772.667
-104.942,32.525,766.807
-104.925,32.525,771.298
-104.908,32.525,749.189
-104.892,32.525,736.215
-104.875,32.525,713.046
-104.858,32.525,695.132
-104.842,32.525,670.972
-104.825,32.525,646.659
-104.808,32.525,626.366
-104.792,32.525,605.89
-110.842,32.542,354.505
-108.608,32.542,331.978
-105.492,32.542,449.815
-105.058,32.542,666.683
-105.042,32.542,681.444
-105.025,32.542,799.402
-105.008,32.542,782.325
-104.992,32.542,812.433
-104.975,32.542,793.982
-104.958,32.542,795.231
-104.942,32.542,786.611
-104.925,32.542,771.387
-104.908,32.542,749.797
-104.892,32.542,728.199
-104.875,32.542,705.029
-104.858,32.542,684.712
-104.842,32.542,658.91
-104.825,32.542,629.971
-104.808,32.542,610.528
-110.842,32.558,350.81
-110.775,32.558,420.283
-109.908,32.558,289.272
-105.058,32.558,664.828
-105.042,32.558,674.392
-105.025,32.558,787.033
-105.008,32.558,768.186
-104.992,32.558,796.657
-104.975,32.558,773.614
-104.958,32.558,766.376
-104.942,32.558,748.501
-104.925,32.558,728.329
-104.908,32.558,706.992
-104.892,32.558,687.535
-104.875,32.558,667.809
-104.858,32.558,649.957
-104.842,32.558,626.856
-104.825,32.558,600.927
-109.925,32.575,300.535
-109.292,32.575,338.472
-108.575,32.575,335.294
-105.092,32.575,578.66
-105.075,32.575,613.232
-105.058,32.575,719.788
-105.042,32.575,720.536
-105.025,32.575,815.014
-105.008,32.575,796.075
-104.992,32.575,809.328
-104.975,32.575,782.331
-104.958,32.575,770.37
-104.942,32.575,746.274
-104.925,32.575,716.991
-104.908,32.575,692.952
-104.892,32.575,667.437
-104.875,32.575,649.482
-104.858,32.575,627.592
-104.842,32.575,607.94
-116.458,32.592,318.786
-116.442,32.592,325.354
-110.825,32.592,304.84
-110.792,32.592,326.724
-109.292,32.592,335.617
-109.258,32.592,300.968
-108.542,32.592,342.624
-105.075,32.592,615.581
-105.058,32.592,713.355
-105.042,32.592,707.633
-105.025,32.592,797.143
-105.008,32.592,778.778
-104.992,32.592,793.066
-104.975,32.592,765.945
-104.958,32.592,756.259
-104.942,32.592,722.222
-104.925,32.592,692.633
-104.908,32.592,668.028
-104.892,32.592,642.337
-104.875,32.592,624.556
-104.858,32.592,603.529
-110.808,32.608,287.307
-109.942,32.608,327.264
-108.525,32.608,352.128
-108.492,32.608,366.354
-105.508,32.608,500.23
-105.142,32.608,415.877
-105.092,32.608,646.118
-105.075,32.608,663.584
-105.058,32.608,755.47
-105.042,32.608,742.341
-105.025,32.608,815.367
-105.008,32.608,790.342
-104.992,32.608,780.999
-104.975,32.608,760.166
-104.958,32.608,723.993
-104.942,32.608,695.25
-104.925,32.608,663.709
-104.908,32.608,640.116
-104.892,32.608,613.53
-104.875,32.608,596.827
-110.808,32.625,288.62
-109.242,32.625,360.529
-108.475,32.625,340.624
-105.142,32.625,443.254
-105.108,32.625,528.996
-105.092,32.625,656.349
-105.075,32.625,664.426
-105.058,32.625,749.462
-105.042,32.625,730.646
-105.025,32.625,796.076
-105.008,32.625,764.285
-104.992,32.625,751.495
-104.975,32.625,725.414
-104.958,32.625,696.005
-104.942,32.625,672.203
-104.925,32.625,642.642
-104.908,32.625,620.822
-104.892,32.625,596.381
-105.142,32.642,471.868
-105.092,32.642,679.143
-105.075,32.642,680.083
-105.058,32.642,748.076
-105.042,32.642,726.237
-105.025,32.642,764.383
-105.008,32.642,736.304
-104.992,32.642,715.919
-104.975,32.642,686.059
-104.958,32.642,657.358
-104.942,32.642,636.426
-104.925,32.642,610.189
-104.908,32.642,590.78
-109.242,32.658,379.671
-105.725,32.658,330.009
-105.092,32.658,666.144
-105.075,32.658,662.41
-105.058,32.658,726.559
-105.042,32.658,705.175
-105.025,32.658,743.477
-105.008,32.658,711.788
-104.992,32.658,694.864
-104.975,32.658,664.311
-104.958,32.658,633.658
-104.942,32.658,611.517
-104.925,32.658,587.965
-109.242,32.675,313.671
-105.658,32.675,393.32
-105.108,32.675,608.479
-105.092,32.675,681.679
-105.075,32.675,675.073
-105.058,32.675,708.735
-105.042,32.675,690.251
-105.025,32.675,692.64
-105.008,32.675,666.152
-104.992,32.675,643.961
-104.975,32.675,616.851
-104.958,32.675,598.084
-104.942,32.675,575.966
-116.375,32.692,316.32
-105.658,32.692,426.719
-105.092,32.692,639.276
-105.075,32.692,632.22
-105.058,32.692,665.412
-105.042,32.692,651.13
-105.025,32.692,657.529
-105.008,32.692,636.917
-104.992,32.692,621.041
-104.975,32.692,599.088
-104.958,32.692,583.668
-117.158,32.708,29.409
-116.342,32.708,336.384
-105.658,32.708,493.343
-105.092,32.708,632.421
-105.075,32.708,626.479
-105.058,32.708,633.17
-105.042,32.708,622.424
-105.025,32.708,614.571
-105.008,32.708,599.399
-104.992,32.708,585.971
-104.975,32.708,569.195
-116.392,32.725,314.61
-116.342,32.725,333.211
-105.658,32.725,519.317
-105.058,32.725,595.501
-105.042,32.725,588.175
-105.025,32.725,583.226
-105.008,32.725,570.151
-116.292,32.742,589.869
-116.275,32.742,657.909
-116.092,32.742,1324.164
-116.075,32.742,1284.714
-116.058,32.742,1218.251
-115.975,32.742,806.473
-115.958,32.742,694.355
-115.942,32.742,603.999
-105.758,32.742,310.325
-105.675,32.742,512.839
-116.108,32.758,1125.092
-116.092,32.758,1137.258
-116.075,32.758,1082.276
-116.058,32.758,1012.645
-116.025,32.758,936.98
-115.975,32.758,733.227
-115.958,32.758,649.844
-115.942,32.758,580.411
-116.108,32.775,1040.614
-116.092,32.775,1043.636
-116.075,32.775,961.589
-115.942,32.775,537.837
-105.775,32.792,356.949
-105.508,32.792,593.673
-105.675,32.825,655.794
-105.625,32.825,690.589
-109.892,32.842,293.798
-105.675,32.842,686.073
-116.458,32.858,320.779
-109.925,32.858,301.365
-109.908,32.858,309.074
-109.892,32.858,299.036
-105.708,32.858,708.498
-116.475,32.875,330.442
-105.775,32.875,469.171
-105.758,32.875,528.899
-105.708,32.875,671.759
-105.742,32.892,546.06
-105.708,32.892,638.664
-105.708,32.908,625.064
-101.175,32.908,476.508
-105.708,32.925,650.471
-101.192,32.925,501.056
-101.175,32.925,505.357
-101.158,32.925,517.648
-105.692,32.942,663.841
-101.192,32.942,525.091
-101.175,32.942,538.711
-105.692,32.958,633.357
-105.675,32.958,609.081
-101.175,32.958,562.18
-101.158,32.958,558.748
-105.692,32.975,657.512
-105.658,32.975,656.523
-105.642,32.975,655.114
-101.175,32.975,644.563
-105.658,32.992,673.585
-105.708,33.008,567.895
-105.658,33.008,676.449
-110.408,33.025,311.589
-105.708,33.025,546.586
-105.692,33.025,640.696
-105.675,33.025,648.749
-105.658,33.025,668.915
-110.325,33.042,314.581
-105.625,33.042,654.879
-110.308,33.058,332.756
-110.408,33.075,448.272
-116.542,33.092,558.229
-110.392,33.092,420.089
-116.675,33.108,414.076
-110.375,33.108,552.086
-110.342,33.108,621.757
-110.325,33.108,608.628
-110.308,33.108,628.93
-110.258,33.108,380.182
-116.158,33.125,587.266
-110.342,33.125,518.873
-110.308,33.125,572.405
-110.242,33.125,376.644
-116.642,33.142,365.614
-110.292,33.142,501.083
-110.242,33.142,441.279
-110.208,33.142,323.56
-105.458,33.142,577.28
-116.708,33.158,384.968
-116.692,33.158,441.819
-116.192,33.158,570.537
-110.308,33.158,521.838
-110.258,33.158,404.901
-110.208,33.158,293.534
-116.842,33.175,306.038
-116.308,33.175,950.605
-116.292,33.175,861.349
-116.275,33.175,866.725
-116.258,33.175,693.133
-116.242,33.175,720.841
-116.225,33.175,594.621
-116.208,33.175,615.65
-116.192,33.175,568.443
-116.175,33.175,558.499
-110.308,33.175,391.485
-110.225,33.175,320.104
-116.308,33.192,623.553
-116.292,33.192,547.507
-116.275,33.192,541.997
-110.292,33.192,347.296
-110.275,33.192,346.686
-110.258,33.192,321.756
-110.242,33.192,311.516
-116.325,33.208,674.949
-116.308,33.208,590.118
-116.675,33.225,333.915
-116.342,33.225,602.587
-116.325,33.225,538.974
-116.358,33.242,503.715
-110.642,33.275,289.982
-105.708,33.275,459.738
-105.442,33.292,581.571
-105.425,33.292,587.234
-105.408,33.292,587.36
-105.792,33.308,319.147
-105.425,33.308,588.507
-105.408,33.308,588.606
-105.725,33.325,595.368
-105.658,33.325,518.392
-105.642,33.325,528.528
-105.392,33.325,582.923
-105.758,33.342,584.776
-105.658,33.342,537.276
-105.608,33.342,522.259
-105.625,33.358,530.57
-105.608,33.358,525.314
-105.392,33.358,594.981
-105.375,33.358,586.308
-105.508,33.375,645.777
-105.458,33.375,631.04
-105.442,33.375,648.11
-105.425,33.375,602.351
-105.408,33.375,610.495
-105.392,33.375,579.069
-105.458,33.392,590.655
-105.442,33.392,618.134
-105.425,33.392,585.41
-105.408,33.392,598.068
-105.492,33.408,633.55
-105.475,33.408,635.862
-105.458,33.408,620.851
-105.442,33.408,645.383
-105.392,33.408,583.792
-105.375,33.408,581.346
-111.008,33.425,357.121
-105.558,33.425,572.064
-105.542,33.425,566.32
-105.525,33.425,625.873
-105.508,33.425,604.948
-105.492,33.425,628.981
-105.475,33.425,625.133
-105.458,33.425,600.471
-105.442,33.425,611.026
-105.425,33.425,571.431
-105.408,33.425,584.038
-108.625,33.442,361.468
-108.608,33.442,344.444
-105.475,33.442,568.922
-105.442,33.442,558.907
-105.425,33.442,554.664
-108.642,33.458,352.674
-105.442,33.458,591.644
-105.425,33.458,593.205
-105.408,33.458,600.158
-108.642,33.475,331.027
-108.592,33.475,331.727
-105.342,33.475,523.497
-105.308,33.475,490.75
-108.642,33.492,338.032
-105.458,33.492,469.646
-105.442,33.492,495.07
-105.425,33.492,498.335
-108.642,33.508,383.505
-105.392,33.508,523.109
-110.992,33.525,306.781
-110.825,33.525,280.645
-108.625,33.525,341.169
-105.592,33.525,484.692
-105.692,33.542,588.56
-105.675,33.542,614.221
-105.642,33.542,516.788
-105.558,33.542,446.133
-105.692,33.558,585.061
-105.675,33.558,617.027
-105.558,33.558,452.672
-110.808,33.575,307.203
-111.625,33.592,331.552
-111.592,33.592,319.62
-105.825,33.592,615.961
-105.775,33.592,621.415
-105.758,33.592,716.663
-105.742,33.592,673.321
-105.558,33.592,433.539
-117.875,33.608,176.832
-111.508,33.608,458.62
-108.458,33.608,399.211
-105.825,33.608,627.348
-105.808,33.608,629.792
-105.792,33.608,678.043
-105.775,33.608,633.528
-105.758,33.608,672.312
-105.742,33.608,649.956
-105.758,33.625,625.007
-105.542,33.625,376.942
-105.175,33.642,692.591
-105.192,33.658,682.243
-116.475,33.675,738.356
-115.642,33.675,315.176
-105.492,33.675,604.725
-105.458,33.675,726.304
-105.442,33.675,748.365
-105.425,33.675,891.619
-105.408,33.675,915.929
-105.392,33.675,1012.086
-105.375,33.675,1054.132
-105.358,33.675,1089.89
-105.292,33.675,1085.407
-105.275,33.675,1035.502
-105.258,33.675,963.336
-105.242,33.675,920.405
-105.225,33.675,818.092
-105.208,33.675,764.582
-105.192,33.675,650.304
-105.458,33.692,643.807
-105.442,33.692,640.461
-105.425,33.692,740.754
-105.408,33.692,745.685
-105.392,33.692,816.251
-105.375,33.692,853.309
-105.358,33.692,894.867
-105.342,33.692,918.524
-105.325,33.692,940.92
-105.308,33.692,936.268
-105.292,33.692,962.663
-105.275,33.692,937.333
-105.258,33.692,885.502
-105.242,33.692,853.85
-105.225,33.692,757.894
-105.208,33.692,710.076
-116.492,33.708,537.331
-116.475,33.708,549.221
-116.458,33.708,550.248
-108.092,33.708,397.732
-105.592,33.708,636.708
-105.575,33.708,587.839
-105.558,33.708,608.824
-105.525,33.708,588.754
-105.508,33.708,581.163
-105.492,33.708,614.98
-105.475,33.708,628.602
-105.458,33.708,689.753
-105.442,33.708,682.212
-105.425,33.708,743.611
-105.408,33.708,746.016
-105.392,33.708,764.781
-105.375,33.708,787.192
-105.358,33.708,779.59
-105.342,33.708,797.505
-105.325,33.708,760.012
-105.308,33.708,764.845
-105.292,33.708,721.151
-105.275,33.708,711.792
-105.258,33.708,661.383
-105.242,33.708,646.049
-116.525,33.725,861.964
-116.508,33.725,771.262
-108.442,33.725,333.238
-105.592,33.725,619.284
-105.575,33.725,579.921
-105.558,33.725,608.96
-105.525,33.725,592.024
-105.492,33.725,589.87
-105.475,33.725,589.431
-105.458,33.725,639.263
-105.442,33.725,635.817
-105.425,33.725,701.163
-105.408,33.725,710.026
-105.392,33.725,729.463
-105.375,33.725,743.168
-105.358,33.725,729.084
-105.342,33.725,743.693
-105.325,33.725,711.792
-105.308,33.725,723.789
-105.292,33.725,690.142
-105.275,33.725,690.226
-105.258,33.725,652.231
-105.242,33.725,651.822
-105.225,33.725,613.028
-116.508,33.742,677.569
-108.425,33.742,348.891
-105.592,33.742,666.551
-105.575,33.742,628.987
-105.558,33.742,615.223
-105.542,33.742,585.11
-105.375,33.742,606.259
-105.358,33.742,598.234
-105.342,33.742,611.131
-105.325,33.742,592.716
-105.308,33.742,605.38
-116.542,33.758,697.622
-108.492,33.758,312.163
-105.592,33.758,652.056
-105.575,33.758,610.944
-105.558,33.758,600.041
-105.542,33.758,576.868
-105.342,33.758,605.104
-105.325,33.758,592.455
-105.308,33.758,610.803
-105.292,33.758,595.884
-105.275,33.758,608.495
-108.458,33.775,405.587
-108.442,33.775,392.515
-105.608,33.775,645.175
-105.592,33.775,648.484
-105.575,33.775,595.827
-105.558,33.775,581.15
-105.542,33.775,551.975
-117.675,33.792,393.002
-116.492,33.792,89.378
-105.692,33.792,600.138
-105.625,33.792,730.546
-105.608,33.792,690.594
-105.592,33.792,693.046
-105.575,33.792,631.897
-105.558,33.792,606.392
-105.492,33.792,508.597
-113.458,33.808,326.069
-107.858,33.808,405.733
-107.825,33.808,428.337
-105.758,33.808,463.654
-105.708,33.808,595.443
-105.692,33.808,645.241
-105.675,33.808,686.338
-105.658,33.808,691.866
-105.642,33.808,702.518
-105.625,33.808,695.312
-105.608,33.808,675.242
-105.592,33.808,645.439
-105.575,33.808,605.123
-116.542,33.825,101.822
-116.358,33.825,150.424
-105.742,33.825,461.562
-105.692,33.825,642.679
-105.675,33.825,693.119
-105.608,33.825,692.58
-105.592,33.825,672.539
-105.575,33.825,641.694
-105.558,33.825,618.846
-116.542,33.842,34.427
-105.692,33.842,553.78
-105.592,33.842,620.931
-105.575,33.842,602.025
-105.692,33.858,563.583
-105.642,33.858,632.93
-105.625,33.858,646.574
-105.608,33.858,654.442
-105.575,33.858,624.791
-105.558,33.858,607.701
-105.492,33.858,541.813
-116.592,33.875,45.097
