Latitude,Longitude,Min. Depth,Temp. Gradient
29.7847,-84.3519,397,18
29.7,-82.8833,20,2
29.6681,-84.8333,120,21
29.6333,-81.6333,100,16
28.4667,-81.2172,1600,21
28.0667,-82.7833,100,15
27.3667,-82.2667,80,26
27.35,-82.55,100,17
26.3336,-80.8019,1418,17
25.7517,-80.8186,1856,17
34.5333,-84.8667,40,10
34.4167,-84.35,20,15
34.0833,-83.7667,20,10
33.5347,-83.1017,172,19
33.4858,-84.6858,89,14
33.4683,-83.0333,104,19
32.7167,-83.25,140,15
31.6,-81.6,20,33
31.4186,-84.9522,60,19
31.1339,-81.5347,478,19
31.1333,-81.5,20,12
48.1339,-116.8508,90,19
47.6836,-116.9358,24,18
47.5,-116.0833,1538,17
47.5,-116.0833,1538,17
47.5,-116.0333,1382,18
47.4508,-116.0667,180,21
47.45,-115.9667,957,19
47.3183,-117.0175,20,42
46.8683,-117.0006,15,22
46.8508,-116.9503,25,27
46.8011,-117.0019,20,23
46.7853,-116.5686,50,34
46.7511,-116.9672,10,49
46.5514,-116.6842,15,28
46.4678,-116.5511,30,58
46.4,-116.9178,170,46
46.3675,-116.9692,95,47
46.3667,-116.95,200,33
46.3358,-117.0022,110,38
46.3333,-115.9342,10,40
46.2342,-116.6172,15,23
46.2172,-115.9525,20,55
46.0192,-116.3847,15,26
45.9667,-116.2508,65,24
45.9008,-116.0522,10,37
45.1006,-116.6678,45,20
45.0853,-116.6836,90,18
44.9003,-115.3019,10,37
44.8692,-116.0525,10,35
44.8503,-116.1189,10,37
44.7339,-116.7833,100,21
44.6833,-116.0847,10,33
44.6669,-116.1017,10,215
44.5839,-115.5025,25,20
44.5333,-115.9678,20,12
44.5167,-114.3517,13,48
44.5003,-114.2339,40,29
44.4833,-113.2675,207,83
44.4686,-113.3003,10,18
44.4686,-113.3008,30,36
44.4683,-113.2842,210,22
44.4506,-114.3347,45,43
44.4339,-113.2508,30,11
44.4339,-114.7333,20,8
44.4014,-114.3522,50,28
44.4,-114.3175,70,44
44.3858,-114.3172,100,19
44.3858,-114.3167,150,62
44.3856,-114.3175,50,40
44.3506,-116.7514,15,49
44.335,-116.8,55,36
44.3181,-116.7836,40,54
44.3167,-117.035,97,67
44.3022,-117.0333,20,52
44.3017,-114.8003,20,4
44.3017,-117.0511,65,69
44.3019,-116.7842,20,45
44.3003,-117.0508,5,82
44.3003,-114.8178,10,7
44.2853,-114.8186,10,6
44.2847,-114.7853,10,14
44.2847,-114.7856,20,29
44.2839,-116.685,50,44
44.2692,-114.8186,10,30
44.2689,-116.6678,40,29
44.2689,-116.5517,15,84
44.2689,-116.6514,30,20
44.2519,-114.8189,20,169
44.25,-116.5344,20,45
44.2353,-116.5347,10,35
44.2344,-116.5672,45,66
44.2178,-116.5019,20,46
44.2175,-116.5353,20,30
44.2169,-116.9347,15,106
44.1839,-115.9503,10,41
44.1506,-116.0022,10,163
44.1186,-116.6356,195,67
44.085,-116.0181,10,36
44.0675,-116.9175,30,55
44.0669,-116.6189,230,87
44.0522,-116.9003,30,51
44.0517,-115.9189,10,51
44.0506,-115.9183,12,48
44.0342,-115.9175,10,28
44.0339,-116.7014,10,92
44.0336,-116.8181,25,85
44.0336,-115.7836,20,29
44.0333,-115.7833,200,41
44.0192,-115.7683,50,42
44.0189,-115.8683,40,59
44.0186,-115.9183,47,32
44.0172,-116.9169,35,38
44.0344,-116.2839,18,46
43.9683,-116.6183,140,45
43.9517,-116.7689,10,41
43.9514,-116.3186,15,145
43.9508,-115.6175,15,21
43.9344,-116.0175,15,37
43.9342,-116.0178,20,36
43.9178,-116.6011,10,58
43.9022,-111.4669,110,32
43.8692,-115.9022,20,38
43.8503,-116.3019,10,48
43.8344,-115.9178,60,26
43.8336,-116.2353,20,60
43.8169,-116.8333,15,54
43.8019,-116.8514,10,62
43.8006,-116.4342,15,75
43.7844,-115.8353,120,26
43.7358,-116.5333,45,55
43.7356,-116.3186,55,81
43.7356,-116.3011,65,74
43.7347,-116.3011,35,77
43.7014,-115.6844,190,25
43.6856,-116.2522,10,80
43.6683,-116.2506,10,80
43.6672,-116.2014,10,155
43.6514,-116.6681,20,72
43.6511,-115.2833,20,22
43.6511,-116.2342,15,90
43.6358,-116.2842,10,70
43.6169,-116.1833,35,204
43.6167,-116.1692,46,328
43.6006,-116.835,40,81
43.5858,-116.1517,10,123
43.5833,-116.1183,5,265
43.5678,-116.3675,10,30
43.5678,-116.1175,30,74
43.5511,-116.0856,25,69
43.5508,-116.1506,90,83
43.5356,-116.2856,12,10
43.5344,-115.435,17,23
43.5336,-116.7339,10,95
43.5186,-116.5019,10,76
43.4675,-116.2172,40,56
43.4514,-115.5856,145,46
43.4508,-116.6347,25,107
43.4183,-116.7525,5,111
43.4167,-116.1858,10,56
43.3839,-116.2333,12,33
43.3833,-115.7167,10,28
43.3511,-116.3839,20,93
43.3358,-115.9508,10,47
43.3339,-116.0511,20,34
43.3172,-116.6347,10,94
43.3167,-115.3517,95,46
43.3011,-115.7344,20,65
43.2853,-115.8189,10,82
43.2683,-116.5678,10,70
43.2672,-115.9503,25,44
43.2514,-115.9681,10,44
43.2511,-115.7003,20,84
43.2503,-115.5353,10,24
43.2353,-116.5681,45,56
43.235,-116.285,15,62
43.2342,-115.8358,30,59
43.2189,-116.6683,10,77
43.2169,-115.9008,35,62
43.2019,-116.5192,20,93
43.2019,-116.5175,50,71
43.2006,-116.5183,20,42
43.2,-115.9181,5,33
43.1678,-116.4847,30,97
43.1667,-116.3839,10,40
43.1522,-116.3847,15,80
43.1172,-115.7022,10,87
43.0853,-116.5339,5,5
43.0692,-115.7014,15,34
43.0683,-115.6517,5,88
43.0517,-115.8667,10,53
43.0508,-116.0669,20,63
43.0503,-115.3169,100,98
43.0344,-115.4514,500,70
43.0342,-116.2836,17,45
43.0336,-116.3003,10,74
43.0183,-116.7833,140,33
43.0167,-116.7853,20,45
43.0011,-116.0339,30,108
43,-116.3358,20,38
42.9669,-116.2,10,93
42.9353,-116.0839,40,67
42.9333,-115.9844,10,60
42.9189,-116.1669,5,42
42.9181,-116.1667,35,48
42.9175,-116.0844,50,47
42.9014,-116.0022,10,126
42.9014,-115.7839,15,57
42.9006,-116.0681,15,59
42.9003,-116.05,10,18
42.885,-116.0681,10,82
42.8689,-116.0511,30,125
42.8342,-116.0175,5,127
42.8178,-115.9844,7,116
42.8169,-115.8856,20,146
42.7342,-116.3192,13,154
42.7169,-115.5692,15,76
42.6853,-116.4,10,96
42.6672,-115.8525,115,101
42.6192,-114.9836,70,63
42.6181,-115.7678,10,118
42.6003,-114.9683,20,69
42.5858,-115.9508,97,74
42.5853,-114.9519,10,92
42.5853,-114.9514,50,62
42.5833,-114.9522,30,86
42.5683,-116.2336,20,21
42.5683,-116.2336,20,25
42.5672,-115.0181,35,61
42.5167,-115.1169,12,26
42.4689,-115.2172,20,73
42.4672,-115.1689,10,73
42.4169,-115.9522,10,15
42.4022,-115.5503,15,127
42.3692,-115.9844,10,37
42.3681,-115.8692,85,51
42.2672,-115.1353,10,44
42.25,-116.1506,10,103
42.2025,-116.0008,10,37
42.1358,-115.75,10,59
42.1358,-115.75,10,50
42.0686,-116.4672,10,51
41.9856,-116.6006,50,80
44.4522,-111.7192,27,77
44.4333,-111.4339,10,189
44.4183,-111.4358,15,121
44.4003,-111.9344,25,10
44.3833,-111.25,175,12
44.3667,-112.1347,25,38
44.3506,-111.2681,22,8
44.3358,-112.1506,60,41
44.3186,-112.2003,40,29
44.3183,-112.2019,10,51
44.3022,-111.7339,20,5
44.2847,-111.8175,20,9
44.2842,-111.5842,40,9
44.2189,-112.6514,12,17
44.1689,-112.5172,102,59
44.1344,-111.8517,50,6
44.1342,-111.5356,20,22
44.1342,-112.935,100,33
44.1192,-112.8353,15,27
44.1178,-111.3353,20,12
44.1003,-111.6014,30,10
44.0856,-111.2506,10,12
44.0839,-111.5192,20,40
44.0692,-112.1183,15,16
44.0686,-111.4353,15,62
44.0678,-111.4503,25,78
44.0347,-112.8,70,36
44.0175,-111.8186,7,61
44.0167,-111.8692,12,42
44.0025,-112.485,20,31
44.0025,-111.2503,120,36
44.0017,-112.3167,30,3
43.9678,-113.0189,17,33
43.9506,-111.3667,10,44
43.95,-111.3336,50,14
43.9344,-112.2686,15,28
43.9342,-111.5181,35,118
43.9342,-111.4833,10,32
43.9342,-111.5186,20,99
43.9336,-112.3353,35,4
43.9181,-111.3686,45,19
43.9181,-111.535,10,87
43.9169,-111.9347,70,1
43.9022,-111.4667,110,32
43.9022,-111.535,95,57
43.9011,-111.5339,20,114
43.8858,-111.4839,85,74
43.8856,-111.4339,10,107
43.885,-111.5336,20,177
43.8844,-111.5025,10,107
43.8844,-111.4025,50,12
43.8839,-111.8511,30,16
43.8672,-112.6514,65,15
43.8672,-111.7508,425,44
43.8511,-111.5847,30,110
43.8344,-111.4339,20,17
43.8189,-111.5189,10,36
43.8183,-112.185,20,7
43.8175,-111.5667,40,6
43.8175,-111.9181,50,20
43.8169,-111.8836,20,31
43.8169,-111.5519,10,8
43.8169,-112.6667,65,2
43.8167,-112.6667,20,41
43.8,-111.2172,10,79
43.7856,-111.4678,50,9
43.7856,-112.185,120,8
43.7847,-112.885,15,33
43.7692,-112.4675,20,19
43.7678,-112.5675,20,76
43.7672,-111.7672,50,47
43.7511,-112.6011,20,410
43.7511,-112.7183,85,1
43.7508,-111.6522,10,34
43.7353,-112.5342,80,22
43.7347,-112.9525,20,97
43.7336,-112.4689,20,22
43.6856,-111.9347,60,1
43.6844,-112.9169,20,24
43.6842,-111.7339,10,94
43.6681,-111.6856,10,96
43.6678,-112.9525,120,1
43.6667,-113.3667,120,5
43.6014,-113.235,119,999
43.5858,-111.7172,10,81
43.585,-112.8169,20,23
43.5842,-111.7183,30,49
43.5839,-111.8014,10,63
43.5836,-112.6356,20,19
43.5836,-111.735,10,45
43.5675,-113.0508,20,54
43.5667,-114.2681,7,28
43.5508,-112.9353,20,7
43.5508,-112.7175,40,23
43.5503,-112.5,20,17
43.5356,-112.9167,20,9
43.5353,-112.9503,20,9
43.5339,-112.0672,25,4
43.5172,-112.8853,170,1
43.485,-111.7667,20,41
43.4847,-113.1333,20,7
43.4836,-111.7514,20,72
43.45,-112.9503,30,25
43.45,-112.7681,20,29
43.4342,-112.9192,10,20
43.4178,-112.0858,35,7
43.3856,-113.0519,7,9
43.3358,-114.3189,7,51
43.3356,-114.9503,10,75
43.3353,-114.9506,10,72
43.3342,-114.9686,15,89
43.3192,-114.3178,20,37
43.3181,-114.9017,15,66
43.3181,-114.6844,10,89
43.3022,-114.8175,10,181
43.2853,-114.3347,10,64
43.2833,-112.0669,10,112
43.2686,-114.4003,5,136
43.2686,-114.0181,20,54
43.235,-112,117,38
43.1858,-114.7342,10,51
43.1839,-114.0336,10,2
43.135,-113.2347,250,15
43.1014,-113.65,10,5
43.0508,-114.3833,20,31
43.0333,-114.4011,20,30
42.9847,-114.7017,37,16
42.9839,-113.735,15,17
42.9519,-113.1517,20,9
42.9519,-114.4,10,35
42.9508,-115.0008,15,50
42.9356,-114.6519,7,44
42.9169,-114.3675,20,4
42.9003,-114.2356,75,9
42.8692,-114.7503,67,3
42.8689,-115.0683,15,113
42.835,-113.6014,10,48
42.8011,-114.2667,5,3
42.8011,-113.3847,20,9
42.7839,-112.9517,10,18
42.7511,-114.2503,10,18
42.7506,-114.8189,10,26
42.7506,-112.8356,10,140
42.7339,-112.8667,20,60
42.7178,-115.0172,95,55
42.7008,-112.9019,40,42
42.6689,-114.8,22,19
42.6525,-114.2842,65,62
42.6519,-113.4508,10,93
42.6347,-113.2186,10,58
42.6347,-114.9833,20,56
42.6339,-114.7858,20,45
42.6339,-114.5011,45,1
42.6192,-114.4517,27,53
42.6189,-114.5,35,39
42.6178,-114.9525,30,63
42.6175,-113.5,15,49
42.6025,-114.1839,10,68
42.5858,-114.9353,50,71
42.5858,-114.9344,35,60
42.5853,-114.9514,90,72
42.5342,-112.8836,10,81
42.5192,-112.8856,25,121
42.5167,-113.3519,20,79
42.4683,-113.9844,75,48
42.4336,-114.2175,10,48
42.4192,-114.4,10,54
42.4175,-113.3856,10,155
42.4175,-114.1011,10,88
42.4167,-113.9017,10,43
42.4017,-114.185,30,66
42.4017,-114.0511,20,27
42.4014,-113.95,60,65
42.4011,-114.1006,40,77
42.3839,-113.5839,10,60
42.3514,-114.6692,25,44
42.3506,-114.6503,30,39
42.35,-114.0667,15,40
42.3344,-114.035,40,68
42.3339,-114.0356,20,60
42.3167,-114.0178,10,60
42.3022,-114.6508,10,68
42.3017,-114.5525,5,94
42.2692,-114.0017,30,66
42.2339,-113.3669,200,54
42.2019,-114.7842,15,40
42.1842,-114.6522,10,192
42.1833,-114.6675,10,178
42.1692,-114.7003,20,223
42.1333,-113.3522,50,120
42.1019,-114.6019,25,53
42.0856,-113.385,20,200
42.0847,-113.3519,20,210
42.0692,-113.6017,50,52
42.0019,-113.2008,75,56
42.4336,-89.8506,600,23
41.0172,-88.8853,100,12
40.8017,-87.885,100,11
40.7519,-87.8011,100,14
40.7508,-87.7842,100,16
41.3833,-86.2333,100,14
40.9681,-84.8669,100,8
40.9169,-86.4503,100,15
40.9014,-86.4522,100,17
40.8844,-86.4675,100,14
40.8844,-86.4667,150,19
43.1667,-95.1833,400,8
42.6333,-94.0181,100,10
42.6333,-94.0172,100,10
42.6189,-94.0356,100,11
42.6183,-94.0506,100,10
41.6847,-94.1678,100,22
41.6517,-94.1519,100,14
41.5519,-94.1006,100,13
41.3839,-91.9025,100,18
41.3517,-91.9014,100,17
41.2008,-91.3183,100,18
39.5183,-94.8181,225,22
39.0511,-95.4667,140,26
33,-92.7358,120,24
32.8172,-92.4008,60,33
32.6519,-92.9517,80,27
32.5167,-92.2692,60,31
32.3858,-92.5672,40,24
32.2847,-92.6183,40,23
32.2839,-92.0672,40,26
32.085,-92.4839,60,30
31.385,-92.1519,40,24
31.2519,-93.0011,60,26
30.8167,-89.9011,60,17
30.5356,-91.1856,80,21
30.4339,-91.1347,120,23
30.4169,-91.1344,100,22
44.4,-68.6167,150,15
44.05,-70.6167,150,22
43.65,-70.8667,45,24
43.2833,-70.6667,50,18
39.3172,-76.7672,254,15
38.4003,-76.1836,168,55
38.3858,-75.5678,224,31
38.3192,-75.5017,233,31
38.3017,-75.1167,162,38
38.0025,-75.8181,163,61
42.6333,-71.4167,130,18
42.6167,-72.45,210,25
42.3833,-71.1167,160,13
41.8833,-71.1333,115,13
41.75,-70.0833,200,15
41.7,-71.1667,100,14
41.65,-71.2667,120,9
47.4,-88.0167,91,190
46.75,-89.5667,91,15
46.7333,-89.5667,396,17
44.0503,-85.0844,100,11
43.4167,-84.6167,100,22
42.7178,-85.8169,100,11
42.4181,-83.5522,100,12
47.8167,-91.7167,90,18
47.8167,-91.7167,520,18
34.7836,-88.4172,100,20
34.7686,-88.5667,100,11
34.6178,-89.9672,100,19
34.5022,-88.9669,100,28
34.2014,-90.5347,100,24
33.785,-90.8508,40,16
33.6853,-89.7025,100,13
33.6172,-88.6353,100,12
33.4183,-88.3856,100,12
33.4183,-88.3856,20,16
33.4014,-90.8192,100,28
33.4,-91.0833,100,25
33.1692,-88.4678,100,14
33.1,-91.0342,100,17
33.0692,-89.8503,20,8
32.85,-90.4017,100,26
32.8008,-90.9181,120,17
32.3342,-88.6014,100,15
32.2853,-90.1853,100,39
32.2853,-90.1833,100,38
32.285,-90.1833,100,35
32.2672,-90.0669,100,19
32.035,-88.2669,100,32
31.4522,-91.3342,120,27
31.0181,-89.1514,60,20
39.0833,-94.1667,701,16
38.15,-91.25,518,14
37.65,-91.1667,244,16
37.5,-90.6667,200,16
36.185,-89.6514,125,31
48.2189,-115.9019,280,19
47.9333,-108.5667,150,18
47.0344,-112.3683,100,23
47.0183,-112.3686,170,19
46.9667,-110.7022,200,30
46.9525,-110.7008,70,25
46.9522,-110.735,170,27
46.9344,-110.4853,100,28
46.7522,-112.3669,35,59
46.7511,-112.4172,40,29
46.7511,-112.3672,160,240
46.7506,-112.3503,35,56
46.7506,-112.3683,15,173
46.75,-112.3839,20,133
46.7356,-112.3675,10,180
46.7342,-112.3519,10,164
46.7339,-112.3678,20,175
46.7336,-112.3175,70,42
46.7336,-112.3178,31,43
46.7192,-112.3167,18,61
46.7189,-112.3167,29,59
42.286,-118.63,42,144
42.318,-118.6,24,304
46.302,-119.75,20,62
41.067,-111.12,1500,23
41.067,-111.07,1000,23
48.718,-97.801,55,45
46.884,-120.38,59,27
44.769,-121.97,5,999
43.684,-120.47,10,75
43.618,-120.45,10,96
43.751,-120.93,20,30
43.802,-120.98,20,52
41.15,-104.95,1899,30
41.05,-119.02,15,356
44.6,-122.05,28,63
40.352,-117.32,45,280
30.183,-96.084,1500,47
46.417,-120.12,50,49
35.667,-108.13,180,27
46.55,-120.67,10,34
36.217,-105.8,70,42
46.035,-119.63,29,32
45.917,-120.18,74,49
47.751,-118.7,25,31
46.268,-114.07,85,76
40.302,-74.05,230,20
45.985,-120.37,29,37
42.317,-117.9,37,93
45.818,-120.82,80,45
35.117,-107.77,80,30
45.602,-122.12,30,54
35.883,-106.67,70,128
35.933,-106.67,40,187
35.967,-106.63,60,143
35.883,-106.72,20,111
43.2,-118.97,10,162
43.201,-118.99,10,223
38,-79.833,120,94
45.602,-122.18,45,36
35.234,-77.585,81,25
35.583,-105.25,80,17
45.869,-120.68,39,53
33.25,-96.65,55,20
33.567,-107.6,70,23
33.567,-107.6,110,79
47.152,-119.3,19,37
34.033,-107.22,90,24
45.384,-121.8,100,64
44.769,-121.95,30,97
45.317,-118.1,20,34
34.283,-108.78,20,51
42.034,-120.3,25,405
35.217,-107.02,60,37
35.2,-107.02,60,30
35.2,-107.08,60,35
29.8,-104.4,180,24
35.533,-106.98,229,10
36.617,-108.62,170,22
45.751,-121.54,99,17
43.984,-117.22,65,140
45.451,-121.64,101,21
45.417,-121.77,50,84
45.319,-121.65,275,51
45.318,-121.7,330,71
45.301,-121.67,100,45
42.319,-118.54,6,223
37.935,-75.451,180,45
45.117,-120.84,10,37
47.235,-120,49,26
46.869,-118.92,10,59
43.936,-117.1,15,96
42.534,-118.48,54,73
34.653,-83.168,189,20
34.769,-83.268,220,23
36.55,-108.03,762,24
38.233,-79.817,320,13
36.318,-76.051,172,44
43,-118.74,10,84
43.484,-120.09,10,32
42.552,-119.03,55,74
42.685,-119.05,68,48
37.285,-75.919,211,44
45.302,-112.87,220,13
48.051,-118.7,90,15
45.368,-109.9,111,16
46.35,-119.27,174,25
38.818,-109.7,198,13
37.351,-75.985,118,24
35.517,-75.984,207,49
38.152,-109.6,183,23
37.733,-117.18,330,26
37.034,-76.302,278,30
34.65,-77.317,363,37
44.35,-103.75,1455,23
34.567,-78.933,249,21
43.084,-118.82,56,89
43.084,-118.84,57,65
39.983,-109.6,61,25
37.335,-80.767,113,18
36.983,-94.867,540,21
36.85,-76.469,295,34
46.519,-122.83,45,27
46.535,-122.84,50,29
35.784,-78.417,192,18
35.718,-78.319,42,13
36.384,-78.967,149,10
32.8,-108.07,225,22
37.717,-117.78,107,34
33.936,-77.983,200,28
46.534,-122.82,110,27
46.519,-122.8,100,32
46.518,-122.83,90,32
45.036,-122.62,35,28
37.2,-82.1,190,24
42.319,-120.52,30,76
38.933,-119.07,107,22
36.233,-107.73,1837,29
43.786,-122.42,10,25
32.967,-107.53,120,29
36.9,-108.02,80,29
36.833,-107.92,50,28
45.669,-119.83,20,21
45.669,-120.12,25,25
45.701,-120.13,25,28
36.417,-108.03,366,37
46.352,-119.27,530,42
35.867,-106.15,30,34
43.483,-119.54,10,73
43.569,-119.4,10,27
43.468,-119.54,5,213
43.568,-120,10,133
43.752,-120.37,10,84
43.783,-120.6,15,113
43.617,-120.47,10,73
35.217,-107.32,90,30
36.75,-107.72,260,26
42.434,-117.77,10,102
37.367,-109.42,1098,27
33.883,-106.35,80,27
36.4,-107.42,823,27
33.733,-106.03,80,26
34.8,-107.13,50,24
36.817,-107.23,1152,42
36.533,-106.48,20,31
36.033,-107.9,40,36
35.85,-107.4,380,32
33.317,-107.7,45,34
33.317,-107.7,26,45
36.917,-104.87,120,64
35.267,-103.85,150,26
34.1,-106.8,70,33
36.217,-104.68,80,44
36.85,-107.7,1107,41
35.7,-107.93,50,31
43.8,-122.4,45,25
40.533,-112.15,576,18
34.002,-107.8,76,59
43.751,-118.37,55,68
47.702,-121.13,20,48
47.568,-118.93,19,52
47.569,-118.27,66,58
45.834,-122.52,122,38
36.533,-106.85,190,58
41.867,-78,1219,35
44.384,-121.99,50,102
36.733,-108.28,550,27
41.1,-74.584,610,12
46.451,-120.22,215,31
36.367,-106.9,100,23
36.367,-106.9,793,36
36.6,-107.35,210,32
36.85,-108.53,564,59
43.217,-118.93,25,119
36.901,-76.7,297,26
34.85,-106.77,2463,43
34.917,-106.75,1524,35
36.269,-76.201,134,28
34.283,-107.25,60,20
36.15,-104.7,20,36
34.15,-107.3,90,43
34.117,-107.28,20,22
35.633,-108.32,40,50
35.25,-107.22,100,21
35.867,-107.17,244,30
45.602,-121.23,10,40
36.6,-107.42,100,25
43.919,-117.2,20,132
32.983,-107.05,1066,41
34.233,-107.63,61,37
36.767,-105.97,30,100
36.15,-104.58,80,43
36.183,-104.67,80,43
36.951,-76.267,164,42
36.8,-76.035,181,46
32.45,-106.6,80,29
32.5,-106.1,20,32
35.3,-106.17,130,16
45.602,-122.12,30,55
42.767,-109.57,305,19
36.883,-104.72,40,38
45.684,-120.12,20,46
36.7,-105.52,310,18
36.7,-105.53,310,20
36.7,-105.47,180,22
36.75,-108.8,80,31
32.617,-106.97,30,190
35.3,-106.25,70,22
34.75,-106.98,1686,40
35.333,-107.62,100,28
35.25,-106.18,40,15
33.467,-105.78,20,34
36.6,-108.65,936,23
34.783,-108.27,70,20
36.567,-107.27,1220,41
36.633,-107.42,1098,34
33.95,-106.93,40,21
46.401,-120.07,27,42
45.768,-122.19,15,16
45.767,-122.19,15,22
35.933,-107.47,716,30
36.45,-105.58,60,37
36.617,-108.62,120,37
34.083,-107.37,90,34
35.517,-106.12,60,21
37.683,-111.73,660,29
45.435,-121.7,100,30
36.8,-104.95,130,52
31.067,-104.78,50,17
32.2,-108.08,290,23
32.533,-106.42,190,23
46.818,-120.2,10,37
34.967,-108.75,50,24
42.067,-105.78,30,18
41.451,-106.73,70,33
41.433,-106.92,70,21
37.719,-109.35,210,17
41.85,-109.53,100,33
42.818,-105.3,340,44
38.236,-109.28,90,17
48.917,-117.33,350,26
39.717,-113.22,30,47
42.286,-118.63,72,117
42.318,-118.6,79,251
42.302,-118.65,58,112
42.317,-118.62,73,138
46.302,-119.75,125,34
41.067,-111.12,1500,21
41.067,-111.07,1000,22
48.718,-97.801,64,19
46.884,-120.38,59,29
43.684,-120.47,27,49
43.618,-120.45,15,39
43.751,-120.93,70,55
41.15,-104.95,2055,36
41.05,-119.02,76,225
44.6,-122.05,66,91
40.352,-117.32,30,213
30.183,-96.084,1500,25
35.667,-108.13,300,47
42.234,-120.35,35,551
46.55,-120.67,80,64
36.217,-105.8,90,38
46.035,-119.63,29,23
45.917,-120.18,224,17
47.751,-118.7,100,52
46.268,-114.07,195,51
40.302,-74.05,292,22
45.985,-120.37,14,64
42.317,-117.9,130,70
45.818,-120.82,10,34
35.117,-107.77,220,19
45.602,-122.12,50,45
35.883,-106.67,120,122
35.933,-106.67,110,239
35.967,-106.63,90,248
35.883,-106.72,70,67
43.201,-118.99,35,132
38,-79.833,148,107
45.602,-122.18,105,36
35.234,-77.585,174,27
35.583,-105.25,150,27
45.869,-120.68,134,52
33.25,-96.65,105,44
33.567,-107.6,100,41
33.567,-107.6,200,81
41.386,-79.718,100,31
47.152,-119.3,14,50
34.033,-107.22,150,33
44.769,-121.95,90,82
45.317,-118.1,75,17
34.283,-108.78,80,35
35.217,-107.02,140,56
35.2,-107.02,160,55
35.2,-107.08,120,49
29.8,-104.4,560,21
35.533,-106.98,277,18
36.617,-108.62,270,52
45.751,-121.54,199,21
43.984,-117.22,230,114
45.451,-121.64,101,31
45.319,-121.65,310,79
45.318,-121.7,560,67
45.301,-121.67,250,10
42.319,-118.54,46,34
37.935,-75.451,296,19
45.117,-120.84,80,54
47.235,-120,49,32
46.869,-118.92,10,47
43.936,-117.1,10,60
42.534,-118.48,88,78
34.653,-83.168,225,18
34.769,-83.268,270,27
36.55,-108.03,1555,34
38.233,-79.817,250,14
36.318,-76.051,299,27
43,-118.74,25,140
43.484,-120.09,20,114
42.552,-119.03,89,61
42.685,-119.05,87,51
37.285,-75.919,295,66
45.302,-112.87,285,21
48.051,-118.7,420,23
45.368,-109.9,171,20
46.35,-119.27,608,34
38.818,-109.7,430,16
37.351,-75.985,121,25
35.517,-75.984,296,23
38.152,-109.6,427,21
37.733,-117.18,146,41
37.034,-76.302,251,27
34.65,-77.317,558,18
44.35,-103.75,584,19
34.567,-78.933,291,22
43.084,-118.82,40,96
43.084,-118.84,89,83
39.983,-109.6,541,32
37.335,-80.767,188,21
36.983,-94.867,500,19
36.85,-76.469,557,22
46.519,-122.83,150,33
46.535,-122.84,90,33
35.784,-78.417,104,16
35.718,-78.319,97,13
36.384,-78.967,229,10
32.8,-108.07,180,48
37.717,-117.78,172,36
33.936,-77.983,361,27
45.767,-122.19,120,29
46.534,-122.82,260,21
46.519,-122.8,710,18
46.518,-122.83,340,24
45.036,-122.62,95,37
37.2,-82.1,250,9
42.319,-120.52,55,44
38.933,-119.07,107,22
36.233,-107.73,1837,29
43.786,-122.42,80,36
32.967,-107.53,180,32
36.9,-108.02,380,35
36.833,-107.92,500,39
45.669,-119.83,45,40
45.669,-120.12,50,54
45.701,-120.13,45,57
36.417,-108.03,1189,29
46.352,-119.27,110,40
35.867,-106.15,150,40
43.483,-119.54,50,47
43.569,-119.4,42,33
43.468,-119.54,37,134
43.568,-120,27,185
43.752,-120.37,20,42
43.783,-120.6,40,82
43.617,-120.47,25,44
43.802,-120.98,45,34
35.217,-107.32,210,50
36.75,-107.72,380,29
42.434,-117.77,130,60
37.367,-109.42,1570,27
33.883,-106.35,130,29
36.4,-107.42,1341,38
33.733,-106.03,290,22
34.8,-107.13,350,35
36.817,-107.23,1189,47
36.533,-106.48,300,39
36.033,-107.9,100,36
35.85,-107.4,600,34
46.417,-120.12,50,43
33.317,-107.7,71,42
33.317,-107.7,86,42
36.917,-104.87,370,38
35.267,-103.85,500,18
34.1,-106.8,130,42
36.217,-104.68,220,53
36.85,-107.7,1729,36
35.7,-107.93,170,29
43.8,-122.4,70,38
40.533,-112.15,656,18
34.002,-107.8,427,48
47.702,-121.13,60,55
47.568,-118.93,19,58
47.569,-118.27,66,53
45.834,-122.52,192,25
36.533,-106.85,270,32
36.733,-108.28,1240,33
41.1,-74.584,335,12
46.451,-120.22,85,32
36.367,-106.9,300,27
36.367,-106.9,991,29
36.6,-107.35,280,30
36.85,-108.53,1037,21
43.217,-118.93,60,58
36.901,-76.7,287,21
34.85,-106.77,3781,42
34.917,-106.75,4428,34
36.269,-76.201,300,23
34.283,-107.25,200,29
36.15,-104.7,90,43
34.15,-107.3,170,40
34.117,-107.28,120,38
35.633,-108.32,90,54
35.25,-107.22,130,33
35.867,-107.17,640,40
45.602,-121.23,90,45
36.6,-107.42,460,29
43.919,-117.2,170,98
32.983,-107.05,1891,42
34.233,-107.63,198,43
45.384,-121.8,190,65
36.767,-105.97,100,74
36.15,-104.58,140,55
36.183,-104.67,170,64
36.951,-76.267,301,24
36.8,-76.035,293,33
32.45,-106.6,310,36
32.5,-106.1,70,28
35.3,-106.17,370,22
45.602,-122.12,105,63
42.767,-109.57,2088,16
36.883,-104.72,160,50
45.684,-120.12,60,73
36.7,-105.52,450,22
36.7,-105.53,430,23
36.7,-105.47,330,24
