Latitude,Longitude,Min. Depth,Temp. Gradient
36.75,-108.8,130,41
32.617,-106.97,80,205
35.3,-106.25,120,31
34.75,-106.98,2228,40
35.333,-107.62,280,32
35.25,-106.18,80,23
33.467,-105.78,130,30
36.6,-108.65,1162,42
34.783,-108.27,200,31
36.567,-107.27,1555,28
36.633,-107.42,1494,28
33.95,-106.93,110,34
46.401,-120.07,27,39
45.768,-122.19,150,24
35.933,-107.47,1311,28
36.45,-105.58,110,41
36.617,-108.62,180,20
34.083,-107.37,200,44
35.517,-106.12,110,23
37.683,-111.73,820,15
45.435,-121.7,100,27
45.417,-121.77,50,81
36.8,-104.95,270,37
31.067,-104.78,120,16
32.2,-108.08,391,17
32.533,-106.42,240,39
46.818,-120.2,40,44
34.967,-108.75,200,50
42.134,-105.79,10,30
41.451,-106.67,20,35
41.434,-106.89,30,20
37.719,-109.35,220,17
41.85,-109.53,100,34
42.818,-105.3,340,44
43.201,-105.07,100,34
38.236,-109.28,50,15
48.917,-117.33,320,22
39.717,-113.22,120,55
42.302,-118.65,104,56
42.317,-118.62,116,173
43.684,-120.47,35,84
43.618,-120.45,37,66
41.05,-119.02,189,115
45.985,-120.37,59,41
42.317,-117.9,250,58
35.933,-106.67,140,140
35.967,-106.63,150,147
34.033,-107.22,230,44
45.317,-118.1,20,27
35.217,-107.02,180,75
35.2,-107.08,150,60
29.8,-104.4,620,16
35.533,-106.98,335,39
45.319,-121.65,275,68
42.534,-118.48,55,75
34.769,-83.268,305,19
38.233,-79.817,135,17
43.484,-120.09,32,73
42.552,-119.03,35,71
42.685,-119.05,65,50
46.35,-119.27,174,30
38.818,-109.7,457,13
38.152,-109.6,945,13
34.567,-78.933,307,19
43.084,-118.84,60,74
42.767,-109.57,305,18
46.519,-122.83,395,24
46.535,-122.84,375,25
33.936,-77.983,478,18
46.518,-122.83,690,22
37.2,-82.1,320,26
42.319,-120.52,105,70
45.669,-119.83,70,32
45.701,-120.13,120,45
35.867,-106.15,300,30
43.468,-119.54,45,80
43.568,-120,35,133
43.752,-120.37,30,88
43.617,-120.47,40,82
35.217,-107.32,250,45
33.733,-106.03,330,20
36.033,-107.9,140,41
35.85,-107.4,600,34
33.317,-107.7,143,49
35.267,-103.85,940,26
40.533,-112.15,1046,24
34.002,-107.8,732,57
36.533,-106.85,330,37
41.1,-74.584,613,13
36.367,-106.9,420,32
36.367,-106.9,1524,31
34.917,-106.75,5557,38
35.25,-107.22,160,32
34.233,-107.63,274,43
45.384,-121.8,600,51
36.767,-105.97,160,64
36.8,-76.035,181,40
32.5,-106.1,140,30
36.7,-105.52,590,21
36.7,-105.53,510,21
36.7,-105.47,440,26
35.3,-106.25,170,36
35.25,-106.18,180,21
36.6,-108.65,1329,19
34.783,-108.27,260,25
36.617,-108.62,280,52
45.417,-121.77,300,77
32.2,-108.08,498,19
46.869,-118.92,170,57
34.967,-108.75,240,71
42.15,-105.77,90,21
38.236,-109.28,90,18
48.917,-117.33,518,22
39.717,-113.22,50,55
43.618,-120.45,42,118
42.317,-117.9,300,49
38.233,-79.817,330,15
38.818,-109.7,677,14
38.152,-109.6,1798,17
43.752,-120.37,40,128
43.617,-120.47,45,121
35.217,-107.32,290,30
36.367,-106.9,800,38
36.367,-106.9,1646,40
45.384,-121.8,1000,55
32.5,-106.1,270,32
35.25,-106.18,310,19
42.15,-105.77,40,23
38.236,-109.28,100,18
48.917,-117.33,647,19
39.717,-113.22,30,58
42.317,-117.9,350,38
38.233,-79.817,480,14
39.7,-112.92,20,53
43.752,-120.37,47,88
43.617,-120.47,55,95
36.367,-106.9,900,29
42.151,-105.75,40,14
38.268,-109.3,130,22
42.317,-117.9,400,40
43.617,-120.47,70,50
42.153,-105.97,20,22
42.168,-105.82,20,24
42.168,-105.82,20,26
46.719,-112.32,28,72
46.719,-112.32,30,49
46.719,-112.35,20,111
46.718,-112.32,30,70
46.718,-112.39,25,34
46.717,-112.34,100,79
46.717,-112.37,80,52
46.717,-112.35,140,81
46.717,-112.34,100,78
46.717,-112.3,30,31
46.717,-112.33,50,80
46.702,-112.28,90,25
46.702,-112.37,25,38
46.683,-112.2,25,23
46.617,-112.12,25,21
46.6,-106.07,70,26
46.568,-114.12,84,34
46.568,-114.03,109,40
46.469,-112.12,35,33
46.469,-112.12,65,24
46.45,-113.42,320,18
46.385,-107.77,68,30
46.383,-112.57,110,26
46.334,-112.07,120,19
46.235,-112.43,260,26
46.168,-108.6,225,25
46.05,-112.55,640,30
45.951,-112.69,20,40
45.917,-112,220,24
45.717,-112.33,70,29
45.717,-112.33,90,30
45.368,-109.9,83,18
45.367,-109.82,163,17
45.051,-109.95,50,16
45.035,-109.94,50,18
45.035,-110.6,85,19
44.934,-113.47,138,20
42.969,-99.018,85,92
42.952,-99.701,10,109
42.903,-102.2,120,48
42.9,-100.5,25,64
42.884,-99.568,80,93
42.784,-102.65,150,45
42.751,-103.27,10,66
42.602,-102.2,120,38
42.567,-102.64,15,48
42.434,-98.65,105,50
42.219,-97.035,65,62
41.819,-103.25,95,59
41.769,-96.451,75,9
41.769,-101.67,270,47
41.768,-103.7,500,46
41.652,-101.47,240,49
41.601,-101.8,200,54
41.55,-103.14,500,52
41.5,-103.1,800,55
41.485,-96.551,115,23
41.452,-103.75,100,43
41.417,-102.55,10,50
41.217,-103.05,400,50
41.201,-102.59,700,60
41.169,-103.67,250,41
41.168,-103.27,1000,44
41.134,-102.93,20,50
41.067,-102.09,10,59
40.952,-100.57,120,28
40.851,-95.802,110,20
40.784,-100.33,10,30
41.417,-102.55,10,50
41.217,-103.05,400,50
41.201,-102.59,700,60
41.169,-103.67,250,41
41.168,-103.27,1000,44
41.134,-102.93,20,50
41.067,-102.09,10,59
40.952,-100.57,120,28
40.851,-95.802,110,20
40.784,-100.33,10,30
40.767,-95.985,75,23
40.634,-96.502,10,28
40.252,-96.183,200,32
40.201,-101.15,240,51
40.2,-101.15,115,48
40.184,-95.833,60,30
40.15,-101.48,140,50
40.15,-100.15,240,51
40.15,-96.068,140,18
40.136,-101.47,330,53
40.118,-100.17,200,33
40.05,-96.451,120,30
41.883,-115.08,100,37
41.201,-119.05,30,88
41.119,-119,9,386
41.086,-118.98,30,121
41.086,-118.99,30,127
41.068,-119.02,40,70
41.018,-119.05,55,76
40.985,-119.1,55,82
40.95,-116.02,122,25
40.934,-119.09,15,53
40.918,-119,49,77
40.901,-119.08,49,62
40.901,-119.13,40,85
40.869,-119.1,58,67
40.868,-119.17,34,81
40.833,-117.53,38,46
40.683,-117.07,26,33
40.617,-117.07,61,31
40.55,-117.57,61,49
40.55,-117.23,137,18
40.55,-117.1,259,31
40.451,-117.87,18,34
40.434,-117.35,40,107
40.402,-117.85,37,38
40.4,-117.9,75,84
40.385,-117.94,75,87
40.352,-117.35,45,80
40.333,-116.72,61,29
40.3,-116.67,76,30
40.267,-116.75,122,27
40.033,-118.32,137,91
39.5,-115.98,31,10
39.467,-119.63,61,42
39.383,-119.63,30,54
39.3,-119.65,107,86
39.283,-114.35,130,20
39.267,-114.98,400,29
39.25,-119.67,137,21
39.233,-115.57,160,31
39.2,-118.37,70,24
39.083,-114.68,200,40
39.067,-114.92,250,26
38.967,-116.63,401,51
38.967,-119.27,155,16
38.95,-118.63,260,32
38.917,-119.07,137,20
38.917,-116.33,228,38
38.883,-119.58,99,30
38.85,-119.75,280,19
38.817,-116.45,154,39
38.717,-116.03,282,34
38.683,-116.47,150,52
38.6,-114.73,76,14
38.583,-116.2,192,31
38.567,-116.93,198,25
38.483,-118.2,30,88
38.317,-117.3,150,32
38.317,-117.87,76,29
38.317,-117.52,140,25
38.3,-116.58,40,31
38.233,-117.55,110,31
38.1,-114.6,30,20
38.083,-114.62,200,26
37.967,-114.6,30,18
37.633,-115.55,182,13
37.283,-116.4,610,25
37.183,-116.2,152,16
37.05,-116,213,42
36.869,-116.47,1067,29
36.852,-116.3,643,41
36.8,-116.4,61,36
36.767,-116.12,564,41
36.767,-115.87,137,33
36.633,-116.3,61,31
36.6,-115.78,396,15
35.467,-115.13,180,27
44.933,-71.533,35,11
44.633,-71.333,45,14
44.333,-71.817,85,15
44.183,-71.2,40,26
44.1,-72,150,20
44.067,-71.167,120,24
44.033,-71.483,168,25
44,-72.083,100,9
43.933,-71.135,60,29
43.933,-71.533,240,25
43.883,-71.183,40,20
43.783,-71.467,90,20
43.733,-71.45,75,18
43.733,-71.417,60,23
43.7,-71.367,60,20
43.683,-71.35,60,18
43.65,-72.067,20,13
43.65,-71.533,35,24
43.65,-70.867,45,25
43.633,-71.517,120,21
43.6,-71.2,50,29
43.6,-72.333,45,12
43.567,-72.033,50,15
43.533,-71.433,20,15
43.483,-72.133,30,23
43.483,-71.267,70,25
43.483,-72.083,120,19
43.45,-71.733,110,20
43.383,-71.35,45,12
43.367,-72.15,40,18
43.283,-72.15,30,18
43.283,-70.667,50,19
43.267,-71.983,200,22
43.2,-71.533,200,20
43.15,-71.683,45,15
43.117,-70.917,260,17
43.117,-72,40,20
43.083,-72.367,110,14
43.05,-71.7,60,18
43.05,-71.85,40,25
43.017,-71.617,105,20
43,-71.767,50,13
42.933,-71.533,60,20
42.933,-71.533,60,26
42.85,-71.617,30,19
42.85,-71.617,45,15
42.85,-71.367,40,26
42.833,-71.717,65,20
42.817,-71.75,200,22
42.783,-72.133,100,21
42.75,-71.85,35,15
42.733,-71.6,75,15
42.733,-71.6,30,16
41.883,-71.133,115,13
41.7,-71.167,100,15
41.65,-71.267,120,9
39.834,-74.169,222,33
39,-74.9,137,28
38.05,-107.5,140,89
37.983,-109.05,150,23
36.95,-107.98,50,35
36.9,-104.92,30,55
36.9,-107.85,915,48
36.817,-104.68,110,38
36.8,-107.88,970,41
36.783,-107.83,220,29
36.783,-104.7,90,36
36.75,-104.88,30,47
36.717,-105.4,280,29
36.7,-107.72,230,28
36.7,-105.52,190,19
36.7,-107.65,1000,37
36.683,-107.2,1052,30
36.65,-107.67,100,27
36.65,-105.98,60,50
36.633,-105.65,140,35
36.55,-107.12,1250,34
36.517,-104.37,120,30
36.467,-103.6,190,20
36.4,-104.23,230,27
36.383,-106.38,40,31
36.317,-107.82,1390,33
36.267,-104.1,130,25
36.217,-105.8,40,33
36.133,-103.9,90,25
36.133,-104.72,90,43
35.95,-107.9,473,29
35.933,-107.8,40,37
35.917,-107.82,90,39
35.883,-106.15,190,33
35.85,-108.05,250,35
35.75,-105.65,70,31
35.75,-105.65,130,24
35.667,-106.18,100,48
35.65,-108.52,500,22
35.633,-109.03,30,22
35.583,-106.22,70,39
35.583,-108.85,40,30
35.567,-105.25,100,22
35.55,-108.77,20,32
35.55,-108.77,70,61
35.5,-106.1,40,28
35.467,-106.12,90,24
35.45,-106.1,70,24
35.45,-106.12,80,24
35.45,-106.1,80,26
35.417,-106,40,30
35.35,-106.67,2115,34
35.333,-106.87,1435,32
35.333,-106.18,230,27
35.317,-106.17,140,18
35.283,-107.25,70,51
35.267,-106.2,150,18
35.25,-106.18,190,22
35.25,-106.18,30,19
35.25,-107.98,20,18
35.2,-107.32,90,28
35.15,-106.27,60,23
35.05,-106.52,140,19
35.017,-106.97,1215,32
35,-105.62,60,12
35,-105.9,60,26
35,-105.72,30,23
34.933,-106.55,20,19
34.933,-106.65,1616,38
34.933,-106.55,30,17
34.717,-106.95,972,39
34.383,-108.22,50,48
34.333,-108.5,20,39
34.317,-108.12,70,35
34.3,-107.43,20,31
34.067,-106.95,11,159
33.95,-106.28,30,22
33.75,-107.82,20,54
33.733,-107.35,80,28
33.617,-107.13,20,46
33.617,-107.13,20,65
33.517,-108.18,20,61
33.417,-106.92,1098,15
33.417,-107.42,90,44
33.417,-106.95,520,32
33.283,-107.72,180,43
33.283,-107.27,20,42
33.283,-105.97,2438,39
33.283,-107.72,80,39
33.283,-107.28,1000,40
33.283,-105.93,757,32
33.25,-106.9,617,30
33.2,-107.25,1091,32
33.183,-106.88,495,32
33.1,-106.88,730,31
33.083,-106.97,1035,43
33.05,-108.5,360,40
32.9,-106.87,1632,40
32.9,-109.03,240,41
32.883,-107.25,30,26
32.85,-108.3,120,33
32.8,-108.07,100,23
32.75,-106.12,72,43
32.717,-107.58,120,41
32.668,-108.48,183,28
32.617,-106.97,61,218
32.567,-106.05,90,41
32.534,-104.37,24,9
32.533,-107.68,130,36
32.533,-108.35,170,17
32.45,-106.6,500,35
32.45,-106.6,40,29
32.435,-106.09,107,40
32.433,-107.08,1084,29
32.433,-106.45,90,37
32.417,-106.12,100,34
32.403,-103.74,322,78
32.4,-106.65,12,30
32.4,-106.12,300,42
32.367,-107.67,30,836
32.333,-108.78,130,33
32.283,-106.4,120,41
32.167,-109.03,100,47
32.117,-108.93,90,21
32.017,-106.8,743,39
32.017,-105.48,320,21
31.9,-108.43,90,40
31.867,-107,1168,25
31.85,-108.3,160,32
31.767,-107.38,782,49
44.583,-73.9,260,15
44.333,-74.267,100,18
44.267,-75.4,150,10
44.233,-73.467,210,18
44.217,-73.533,400,18
43.3,-73.617,220,9
42.568,-76.951,200,32
42.45,-74.45,150,15
42.417,-76.9,68,35
36.519,-76.868,328,23
36.418,-78.885,139,10
36.418,-79.019,131,11
36.403,-77.902,111,18
36.302,-78.833,124,11
36.067,-78.117,142,19
36.034,-77.751,91,19
36.017,-80.417,20,7
35.95,-78.319,155,16
35.902,-82.118,211,16
35.851,-78.469,174,16
35.75,-75.785,196,63
35.683,-78.933,40,15
35.667,-75.75,280,35
35.633,-82.167,40,17
35.433,-83.45,40,17
35.283,-80.883,60,6
34.768,-76.652,192,31
34.518,-77.451,444,33
34.219,-77.852,257,26
34.117,-78.333,40,28
48.934,-100.82,250,54
48.917,-102.43,760,56
48.901,-100.85,70,39
48.633,-97.667,55,23
48.519,-101.2,140,43
48.451,-101.32,235,40
48.368,-101.45,300,36
47.95,-97.067,23,13
47.783,-97.05,23,12
47.467,-103.8,107,42
47.333,-97.533,58,47
47.283,-103.3,168,38
47.25,-97.267,58,12
47.167,-104,152,37
47.117,-103.67,137,44
47.067,-103.67,137,45
46.534,-103.27,79,42
46.517,-97.2,40,21
46.5,-101.97,89,26
46.4,-103.68,76,37
46.4,-103.68,76,38
46.267,-96.95,38,18
46.183,-103.48,91,45
46.083,-97.083,202,19
34.819,-98.434,400,15
46.15,-123.87,76,30
45.951,-118.48,90,34
45.9,-119.22,15,27
45.835,-119.67,135,71
45.767,-119.1,25,45
45.717,-119.02,40,42
45.686,-123.12,100,31
45.686,-121.34,20,48
45.685,-121.34,50,21
45.684,-121.37,35,30
45.669,-121.3,15,27
45.667,-117.83,90,41
45.651,-121.32,100,35
45.651,-123.17,65,23
45.636,-121.47,60,37
45.619,-121.35,20,41
45.618,-117.79,35,46
45.6,-118.79,40,31
45.586,-121.14,30,30
45.584,-118.45,10,22
45.535,-122.75,70,22
45.534,-122.57,160,32
45.518,-122.43,130,37
45.467,-121.19,10,41
45.45,-118.83,50,23
45.434,-119.77,55,25
45.419,-120.92,10,37
45.419,-121.28,230,41
45.385,-122.35,50,35
45.384,-121.85,100,57
45.369,-122.58,45,20
45.369,-122.02,70,42
45.352,-118.12,90,46
45.352,-118.53,40,41
45.352,-121.27,10,90
45.351,-120.14,90,33
45.351,-121.93,35,43
45.336,-121.13,10,35
45.319,-121.7,195,201
45.318,-118.84,70,25
45.318,-122.87,170,30
45.317,-121.09,10,26
45.301,-121.82,50,28
45.268,-117.93,27,56
45.236,-121.12,10,77
45.202,-117.85,12,65
45.201,-119.33,55,36
45.168,-121.2,20,49
45.168,-121.07,50,60
45.069,-120.95,35,44
45.035,-120.99,80,44
45.019,-116.85,30,25
45.019,-121.95,10,162
45.018,-122,95,169
45.001,-122.65,95,34
44.986,-122.05,10,65
44.95,-122.17,20,66
44.884,-122.7,95,27
44.867,-122.7,10,27
44.852,-122.87,22,24
44.834,-122.83,30,34
44.819,-122.24,35,28
44.802,-120.73,45,36
44.801,-122.4,47,24
44.8,-122.4,25,23
44.786,-124.05,10,20
44.786,-124.05,10,17
44.769,-122.03,30,55
44.769,-121.02,60,55
44.767,-122.55,22,47
44.718,-122.17,10,43
44.668,-118,25,35
44.618,-122.72,40,26
44.601,-122.75,30,42
44.601,-121.1,70,48
44.601,-123.29,10,31
44.585,-120.92,605,31
44.55,-122.8,30,36
44.534,-123.28,60,15
44.467,-122.9,40,29
44.45,-122.82,15,20
44.45,-122.79,27,22
44.434,-122.98,95,25
44.419,-122.7,90,39
44.401,-118.95,40,32
44.4,-122.64,90,37
44.351,-117.38,30,32
44.333,-122.99,10,25
44.284,-117.25,30,61
44.267,-120.8,7,57
44.267,-117.57,10,71
44.234,-120.97,40,70
44.217,-120.99,20,120
44.2,-122.04,100,88
44.185,-117.43,30,71
44.184,-117.48,15,48
44.184,-121.04,25,141
44.168,-117.42,105,70
44.168,-117.38,130,94
44.167,-122.28,12,35
44.151,-117.4,110,99
44.151,-122.24,15,51
44.15,-122.07,30,70
44.118,-117.17,50,82
44.101,-117.23,30,183
44.1,-117.45,10,134
44.1,-117.28,10,94
44.085,-117.02,50,76
44.084,-117.09,25,115
44.052,-122.78,20,25
44.051,-117.38,15,85
44.036,-122.87,40,26
44.035,-122.83,50,37
44.034,-122.92,45,36
44.018,-116.97,55,88
43.985,-117.33,25,66
43.984,-117.23,30,112
43.983,-117.1,35,110
43.969,-117.25,7,78
43.952,-117.65,30,44
43.952,-123.1,15,32
43.951,-122.83,70,38
43.936,-122.89,25,34
43.919,-117.17,10,236
43.919,-122.9,42,31
43.918,-117.32,35,71
43.918,-117.18,30,176
43.917,-117.12,20,104
43.903,-120.82,25,51
43.902,-117.17,20,158
43.901,-121.35,93,38
43.901,-117.37,31,87
43.9,-117.18,30,98
43.885,-117.13,20,99
43.885,-117.15,30,213
43.884,-117.17,30,114
43.884,-117.2,10,76
43.851,-120.25,12,52
43.85,-117.27,20,69
43.835,-117.2,30,104
43.834,-117.25,10,63
43.769,-117.15,37,53
43.752,-117.15,15,108
43.752,-117.12,22,125
43.752,-122.42,25,35
43.751,-118.37,10,73
43.751,-117.54,65,111
43.734,-118.07,10,81
43.719,-121.35,27,65
43.717,-122.32,10,60
43.702,-117.55,10,37
43.702,-117.34,10,105
43.702,-119.92,12,42
43.686,-117.39,10,53
43.667,-122.45,20,40
43.652,-119.93,12,61
43.634,-122.18,30,51
43.619,-117.03,10,75
43.617,-117.05,10,111
43.601,-117.35,26,107
43.585,-117.02,15,158
43.551,-117.1,45,62
43.534,-119.95,40,203
43.517,-119.7,15,104
43.501,-120.04,15,120
43.5,-118.65,40,82
43.467,-118.72,75,60
43.467,-118.58,60,69
43.435,-118.6,30,80
43.435,-118.18,40,69
43.434,-119.02,42,30
43.419,-118.63,10,188
43.418,-119.62,12,57
43.385,-117.12,10,51
43.383,-119,50,81
43.35,-119.12,7,47
43.301,-119.75,17,20
43.301,-119.77,17,84
43.285,-119.14,10,69
43.268,-117.09,15,74
43.217,-118.73,95,74
43.217,-119.24,12,54
43.202,-119.03,46,131
43.185,-118.95,10,130
43.184,-118.93,10,73
43.184,-119.88,10,51
43.169,-117.03,15,67
43.168,-118.95,10,88
43.084,-118.72,20,39
43.002,-117.03,12,58
42.967,-119.25,61,78
42.884,-117.54,10,68
42.867,-117.32,10,81
42.851,-123.37,75,12
42.803,-122.93,105,20
42.802,-117.18,20,68
42.801,-118.95,20,17
42.801,-123.85,37,11
42.733,-117.85,15,174
42.7,-119.12,45,51
42.668,-118.35,10,289
42.652,-118.35,40,146
42.634,-120.62,20,77
42.634,-119.08,65,52
42.552,-119.07,50,60
42.534,-118.43,59,58
42.519,-122.63,25,31
42.5,-118.12,100,51
42.486,-122.97,10,19
42.485,-122.95,30,17
42.469,-123.39,60,12
42.434,-118.12,10,147
42.417,-117.85,20,135
42.401,-117.97,10,89
42.401,-120.48,105,32
42.384,-122.97,95,12
42.353,-120.55,30,136
42.334,-120.52,10,124
42.334,-120.52,15,72
42.334,-120.53,10,61
42.319,-120.57,10,108
42.318,-120.55,30,121
42.318,-122.8,75,24
42.301,-118.27,10,130
42.252,-118.32,10,83
42.251,-118.34,10,88
42.235,-118.3,31,67
42.217,-117.87,10,75
42.202,-118.33,10,139
42.2,-121.72,30,165
42.2,-121.73,25,170
42.185,-118.67,20,59
42.185,-121.77,4,160
42.185,-118.4,37,81
42.185,-121.7,80,138
42.184,-121.79,15,223
42.184,-121.77,15,110
42.184,-122.63,95,15
42.169,-121.69,30,48
42.167,-121.65,10,47
42.153,-121.67,100,28
42.151,-121.69,40,90
42.15,-121.67,20,80
42.136,-121.67,20,82
42.134,-122.72,283,16
42.133,-121.92,15,55
42.119,-121.73,10,86
42.102,-121.68,10,180
42.102,-121.85,20,146
42.085,-121.9,15,17
42.084,-121.69,12,77
42.067,-121.8,28,45
42.052,-121.6,60,58
42.052,-121.75,20,74
42.051,-121.59,20,120
42.051,-122.64,10,28
42.051,-117.7,10,76
42.019,-121.74,53,78
42.018,-121.58,25,74
42.001,-121.62,45,110
42.001,-121.82,51,16
45.602,-121.99,60,45
45.485,-121.55,10,56
45.419,-121.45,95,30
45.402,-121.82,80,62
45.368,-121.82,75,66
45.335,-121.92,30,54
45.335,-121.35,50,41
45.303,-121.79,100,16
45.301,-121.75,50,22
45.284,-121.7,80,41
45.269,-121.73,180,53
45.268,-121.83,100,25
44.901,-121.87,150,63
44.85,-121.82,500,79
44.833,-121.87,70,34
44.769,-121.97,6,339
44.718,-121.9,70,72
44.535,-121.95,300,69
44.485,-122.85,80,34
44.485,-122.85,40,28
44.301,-122.12,45,75
44.218,-120.97,10,69
44.201,-121.02,5,110
44.151,-122.24,25,53
44.101,-122.22,105,52
44.069,-122.22,60,97
44.053,-122.02,131,89
44.034,-116.97,15,71
44.017,-122.15,96,65
43.985,-117.28,20,91
43.984,-117.33,25,61
43.984,-117.23,10,135
43.952,-117.22,10,190
43.936,-122.02,40,33
43.9,-117.3,10,76
43.885,-117.32,5,76
43.884,-122.2,135,65
43.883,-122.37,70,52
43.869,-122.07,30,67
43.786,-122.3,30,60
43.635,-118.87,20,71
43.634,-118.85,10,68
43.633,-118.87,5,78
43.617,-118.92,15,53
43.602,-118.85,10,354
43.601,-118.82,5,74
43.601,-118.9,25,72
43.584,-122.23,40,66
43.518,-118.82,10,165
43.217,-118.73,100,68
42.436,-118.58,15,42
42.434,-118.57,30,62
42.418,-118.58,6,60
42.417,-118.55,15,41
42.352,-118.63,30,67
42.335,-118.55,6,46
42.333,-118.65,15,106
42.319,-118.62,61,203
42.318,-118.6,6,324
42.317,-118.6,18,400
42.317,-118.62,8,180
42.302,-118.58,55,107
42.302,-118.55,6,68
42.301,-118.65,12,77
42.301,-118.58,6,96
42.285,-118.63,12,88
42.283,-118.6,6,180
42.252,-118.6,6,89
42.234,-120.35,15,379
42.218,-120.35,17,422
42.217,-120.33,20,208
42.202,-120.35,17,193
42.202,-120.35,15,151
42.202,-120.35,12,128
42.185,-120.34,42,90
42.184,-120.33,15,77
42.184,-120.33,12,87
42.184,-120.33,75,96
42.169,-120.35,60,99
42.169,-120.33,20,97
42.167,-120.33,20,87
42.151,-120.33,32,430
42.017,-120.29,5,72
42.001,-120.29,10,77
41.933,-77.85,1219,38
41.233,-79.519,220,24
41.2,-78.65,122,26
40.983,-80.133,305,28
40.567,-75.2,229,10
40.367,-75.833,243,10
40.1,-77.183,122,3
34.751,-83.135,119,16
34.751,-83.235,189,19
34.7,-80.452,170,12
34.534,-80.736,351,14
34.302,-81.135,166,18
34.167,-81.033,40,16
33.917,-82.117,182,17
33.917,-81.167,30,13
33.434,-81.234,292,21
33.283,-81.667,364,15
32.884,-80.351,274,27
45.769,-103.62,200,52
45.769,-103.65,200,46
44.367,-101.02,83,67
44.367,-103.88,204,26
44.3,-103.67,383,9
44.133,-103.72,126,7
43.25,-100.19,250,93
43.084,-104.02,350,54
36.252,-89.485,125,23
36.083,-83.65,100,10
35.917,-84.317,305,11
35.635,-89.818,130,20
35.567,-84.483,30,10
35.368,-89.55,100,27
35.235,-89.951,100,10
35.183,-89.851,100,12
35.151,-90.017,100,18
35.103,-89.933,100,20
35.018,-90.118,100,12
35.001,-84.384,100,10
31.985,-106.1,180,134
31.768,-106.5,80,32
31.701,-105.38,30,7
31.45,-104.88,330,15
31.351,-105.62,30,79
31.035,-104.53,75,18
30.917,-105.2,150,27
30.719,-105.03,65,15
30.55,-104.63,15,36
30.534,-104.43,110,25
30.25,-104.55,40,43
30.118,-104.55,30,60
30.035,-104.07,40,25
30,-104.5,20,27
29.885,-104.55,30,28
41.533,-113.7,15,33
41.217,-113.37,20,29
41.033,-113.78,15,38
41.017,-111.53,888,21
40.817,-112.17,4650,49
40.783,-112.07,20,58
40.75,-112.25,3925,26
40.733,-112.08,3381,44
40.733,-111.95,3133,38
40.733,-112.3,3810,37
40.7,-112.3,3070,44
40.683,-110.9,3228,19
40.567,-112.4,2851,42
40.552,-110.65,20,11
40.551,-111.67,120,23
40.167,-109.3,1006,28
40.117,-109.08,2438,21
40.067,-109.35,762,25
39.95,-112.05,152,79
39.933,-109.7,1590,20
39.933,-110.03,919,15
39.867,-112.05,122,39
39.817,-112.4,10,36
39.802,-113.8,15,38
39.733,-112.6,20,31
39.719,-113.22,10,98
39.717,-113.22,300,55
39.567,-111.02,2652,27
39.567,-110.95,2075,31
39.317,-111.87,3356,28
39.169,-110.4,45,17
39.101,-110.67,20,15
39.067,-111,10,22
39.035,-110.9,160,14
39.019,-111.02,55,29
38.917,-109.83,30,38
38.9,-111.57,3734,28
38.885,-110.2,25,20
38.883,-111.25,15,27
38.85,-109.5,30,19
38.785,-110.68,110,10
38.768,-111.05,25,14
38.767,-109.63,30,31
38.752,-112.85,30,50
38.752,-111.27,15,40
38.734,-112.75,43,43
38.734,-112.8,48,45
38.734,-112.8,15,55
38.718,-112.79,30,87
38.717,-111.15,20,18
38.717,-111.15,15,21
38.717,-110.13,75,12
38.701,-112.77,27,56
38.684,-110.52,170,11
38.683,-109.43,3054,31
38.585,-110.35,50,11
38.585,-110.35,25,12
38.584,-111.05,20,23
38.584,-111.32,20,11
38.584,-111.32,95,24
38.517,-109.65,80,19
38.483,-113.13,152,32
38.451,-110.17,90,15
38.335,-113.25,20,70
38.251,-109.29,50,17
38.136,-113.13,20,163
38.118,-113.1,10,178
38.117,-113.62,12,42
38.102,-113.12,25,49
38.084,-113.13,15,78
38.068,-113.2,20,84
38.051,-113.43,11,132
38.035,-113.4,14,40
38.553,-113.57,15,292
37.986,-113.52,20,78
37.983,-113.95,16,49
37.983,-113.65,22,56
37.983,-109.05,150,22
37.884,-113.32,25,30
37.883,-113.43,12,46
37.869,-113.19,12,50
37.836,-113.62,10,51
37.785,-113.37,10,46
37.734,-114.03,12,82
37.734,-113.74,12,51
37.718,-112.64,15,33
37.685,-113.3,46,27
37.684,-113.52,49,21
37.667,-113.54,23,475
37.652,-113.55,17,28
37.652,-113.55,11,309
37.65,-113.55,8,869
37.636,-113.55,5,65
37.634,-113.57,8,199
37.634,-113.57,46,116
37.634,-113.55,46,89
37.633,-113.43,46,24
37.619,-113.4,15,26
37.602,-113.02,20,41
37.601,-113.8,30,58
37.451,-112.43,30,48
37.417,-113.55,20,47
37.201,-113.64,80,14
43.333,-72.55,160,21
43.283,-72.817,350,19
43.25,-72.833,160,20
38.034,-77.885,284,16
37.951,-75.585,209,49
37.901,-79.886,279,9
37.884,-75.5,175,41
37.883,-76.25,144,51
37.752,-78.085,121,15
37.75,-77.55,107,18
37.701,-75.702,164,32
37.667,-77.769,50,16
37.333,-82,152,18
37.085,-77.585,70,17
37.033,-80.2,56,10
36.867,-77.9,140,18
36.819,-77.317,190,18
36.817,-81.1,685,10
36.601,-76.001,196,44
48.985,-119.48,60,22
48.985,-118.59,75,22
48.985,-118.59,80,22
